PUBCHEM.COMPOUND:6083	MONDO:0005575	1
PUBCHEM.COMPOUND:96	MONDO:0005148	1
PUBCHEM.COMPOUND:1051	MONDO:0008383	1
PUBCHEM.COMPOUND:91486	MONDO:0005575	1
PUBCHEM.COMPOUND:6287	MONDO:0005052	1
PUBCHEM.COMPOUND:145742	MONDO:0005081	1
PUBCHEM.COMPOUND:9750	MONDO:0005575	1
PUBCHEM.COMPOUND:444173	MONDO:0005575	1
PUBCHEM.COMPOUND:750	MONDO:0005575	1
PUBCHEM.COMPOUND:13849	MONDO:0005575	1
PUBCHEM.COMPOUND:6137	MONDO:0005090	1
PUBCHEM.COMPOUND:5780	MONDO:0005101	1
PUBCHEM.COMPOUND:439283	MONDO:0005575	1
PUBCHEM.COMPOUND:1146	MONDO:0005081	1
PUBCHEM.COMPOUND:176	MONDO:0009861	1
PUBCHEM.COMPOUND:145742	MONDO:0005052	1
PUBCHEM.COMPOUND:9903	MONDO:0005575	1
PUBCHEM.COMPOUND:9750	MONDO:0008383	1
PUBCHEM.COMPOUND:5960	MONDO:0005052	1
PUBCHEM.COMPOUND:135191	MONDO:0005575	1
PUBCHEM.COMPOUND:444972	MONDO:0005052	1
PUBCHEM.COMPOUND:643798	MONDO:0005575	1
PUBCHEM.COMPOUND:13945	MONDO:0008226	1
PUBCHEM.COMPOUND:1738	MONDO:0002009	1
PUBCHEM.COMPOUND:305	MONDO:0005052	1
PUBCHEM.COMPOUND:674	MONDO:0005081	1
PUBCHEM.COMPOUND:1102	MONDO:0005101	1
PUBCHEM.COMPOUND:6736	MONDO:0005575	1
PUBCHEM.COMPOUND:6083	MONDO:0008226	1
PUBCHEM.COMPOUND:123938	MONDO:0005090	1
PUBCHEM.COMPOUND:1738118	MONDO:0005575	1
PUBCHEM.COMPOUND:5961	MONDO:0005101	1
PUBCHEM.COMPOUND:10430	MONDO:0005260	1
PUBCHEM.COMPOUND:750	MONDO:0008226	1
PUBCHEM.COMPOUND:176	MONDO:0005260	1
PUBCHEM.COMPOUND:21236	MONDO:0005575	1
PUBCHEM.COMPOUND:1146	MONDO:0005101	1
PUBCHEM.COMPOUND:94154	MONDO:0005575	1
PUBCHEM.COMPOUND:311	MONDO:0005101	1
PUBCHEM.COMPOUND:979	MONDO:0005575	1
PUBCHEM.COMPOUND:33032	MONDO:0005052	1
PUBCHEM.COMPOUND:5997	MONDO:0005090	1
PUBCHEM.COMPOUND:311	MONDO:0008903	1
PUBCHEM.COMPOUND:1060	MONDO:0005575	1
PUBCHEM.COMPOUND:3893	MONDO:0005575	1
PUBCHEM.COMPOUND:11163	MONDO:0009061	1
PUBCHEM.COMPOUND:5570	MONDO:0008903	1
PUBCHEM.COMPOUND:135191	MONDO:0008903	1
PUBCHEM.COMPOUND:1738118	MONDO:0008226	1
PUBCHEM.COMPOUND:5951	MONDO:0005081	1
PUBCHEM.COMPOUND:1145	MONDO:0005575	1
PUBCHEM.COMPOUND:12587	MONDO:0005101	1
PUBCHEM.COMPOUND:6057	MONDO:0002635	1
PUBCHEM.COMPOUND:751	MONDO:0005101	1
PUBCHEM.COMPOUND:49	MONDO:0005575	1
PUBCHEM.COMPOUND:979	MONDO:0008226	1
PUBCHEM.COMPOUND:1826	MONDO:0005101	1
CHEBI:62064	MONDO:0005575	1
PUBCHEM.COMPOUND:5962	MONDO:0005101	1
PUBCHEM.COMPOUND:10917	MONDO:0005081	1
PUBCHEM.COMPOUND:6106	MONDO:0005081	1
PUBCHEM.COMPOUND:25310	MONDO:0005575	1
PUBCHEM.COMPOUND:6590	MONDO:0005575	1
PUBCHEM.COMPOUND:72924	MONDO:0005148	1
PUBCHEM.COMPOUND:1031	MONDO:0005101	1
PUBCHEM.COMPOUND:6723	MONDO:0005575	1
PUBCHEM.COMPOUND:6287	MONDO:0009861	1
PUBCHEM.COMPOUND:5280450	MONDO:0005090	1
PUBCHEM.COMPOUND:700	MONDO:0005575	1
PUBCHEM.COMPOUND:586	MONDO:0005575	1
PUBCHEM.COMPOUND:5951	MONDO:0005101	1
PUBCHEM.COMPOUND:23327	MONDO:0005101	1
PUBCHEM.COMPOUND:127	MONDO:0005101	1
PUBCHEM.COMPOUND:6140	MONDO:0002635	1
PUBCHEM.COMPOUND:1174	MONDO:0002635	1
PUBCHEM.COMPOUND:64959	MONDO:0005101	1
PUBCHEM.COMPOUND:464	MONDO:0005101	1
PUBCHEM.COMPOUND:5950	MONDO:0005575	1
PUBCHEM.COMPOUND:107	MONDO:0005052	1
PUBCHEM.COMPOUND:5951	MONDO:0008903	1
PUBCHEM.COMPOUND:464	MONDO:0008903	1
PUBCHEM.COMPOUND:439230	MONDO:0008226	1
PUBCHEM.COMPOUND:6106	MONDO:0005101	1
PUBCHEM.COMPOUND:689043	MONDO:0005575	1
PUBCHEM.COMPOUND:1050	MONDO:0005575	1
PUBCHEM.COMPOUND:588	MONDO:0005575	1
PUBCHEM.COMPOUND:6287	MONDO:0005260	1
PUBCHEM.COMPOUND:650	MONDO:0005101	1
PUBCHEM.COMPOUND:10917	MONDO:0008903	1
PUBCHEM.COMPOUND:445639	MONDO:0005575	1
PUBCHEM.COMPOUND:700	MONDO:0008226	1
PUBCHEM.COMPOUND:586	MONDO:0008226	1
PUBCHEM.COMPOUND:1135	MONDO:0005575	1
PUBCHEM.COMPOUND:753	MONDO:0005575	1
PUBCHEM.COMPOUND:5950	MONDO:0008226	1
PUBCHEM.COMPOUND:5961	MONDO:0005081	1
PUBCHEM.COMPOUND:439258	MONDO:0005101	1
PUBCHEM.COMPOUND:387316	MONDO:0005101	1
PUBCHEM.COMPOUND:1045	MONDO:0008226	1
PUBCHEM.COMPOUND:3848	MONDO:0008226	1
PUBCHEM.COMPOUND:196	MONDO:0005575	1
PUBCHEM.COMPOUND:750	MONDO:0005081	1
PUBCHEM.COMPOUND:6322	MONDO:0005090	1
PUBCHEM.COMPOUND:5881	MONDO:0008383	1
PUBCHEM.COMPOUND:311	MONDO:0005081	1
PUBCHEM.COMPOUND:5462244	MONDO:0005575	1
PUBCHEM.COMPOUND:5961	MONDO:0005052	1
PUBCHEM.COMPOUND:440873	MONDO:0005575	1
PUBCHEM.COMPOUND:736715	MONDO:0005575	1
PUBCHEM.COMPOUND:9958	MONDO:0005575	1
PUBCHEM.COMPOUND:1146	MONDO:0005052	1
PUBCHEM.COMPOUND:7991	MONDO:0005101	1
PUBCHEM.COMPOUND:7405	MONDO:0005090	1
PUBCHEM.COMPOUND:273	MONDO:0005575	1
PUBCHEM.COMPOUND:379	MONDO:0005575	1
PUBCHEM.COMPOUND:311	MONDO:0005052	1
PUBCHEM.COMPOUND:985	MONDO:0005090	1
PUBCHEM.COMPOUND:6427004	MONDO:0005575	1
PUBCHEM.COMPOUND:6083	MONDO:0005101	1
PUBCHEM.COMPOUND:5789	MONDO:0002635	1
PUBCHEM.COMPOUND:10394	MONDO:0005575	1
PUBCHEM.COMPOUND:33032	MONDO:0005260	1
PUBCHEM.COMPOUND:10972	MONDO:0005575	1
PUBCHEM.COMPOUND:1738118	MONDO:0005081	1
PUBCHEM.COMPOUND:6274	MONDO:0009861	1
PUBCHEM.COMPOUND:445639	MONDO:0008903	1
PUBCHEM.COMPOUND:9750	MONDO:0005101	1
PUBCHEM.COMPOUND:750	MONDO:0005101	1
PUBCHEM.COMPOUND:1054	MONDO:0005575	1
PUBCHEM.COMPOUND:12587	MONDO:0005052	1
PUBCHEM.COMPOUND:750	MONDO:0008903	1
PUBCHEM.COMPOUND:273	MONDO:0008226	1
PUBCHEM.COMPOUND:72	MONDO:0005575	1
PUBCHEM.COMPOUND:6322	MONDO:0002635	1
PUBCHEM.COMPOUND:6305	MONDO:0005575	1
PUBCHEM.COMPOUND:1060	MONDO:0005081	1
PUBCHEM.COMPOUND:5962	MONDO:0005052	1
PUBCHEM.COMPOUND:649	MONDO:0005154	1
PUBCHEM.COMPOUND:6175	MONDO:0002635	1
PUBCHEM.COMPOUND:6274	MONDO:0005260	1
PUBCHEM.COMPOUND:6736	MONDO:0005101	1
PUBCHEM.COMPOUND:3845	MONDO:0005575	1
PUBCHEM.COMPOUND:10394	MONDO:0008226	1
PUBCHEM.COMPOUND:6306	MONDO:0008226	1
PUBCHEM.COMPOUND:92824	MONDO:0005575	1
PUBCHEM.COMPOUND:261	MONDO:0005101	1
PUBCHEM.COMPOUND:1738118	MONDO:0005101	1
PUBCHEM.COMPOUND:6305	MONDO:0008383	1
PUBCHEM.COMPOUND:1123	MONDO:0005090	1
PUBCHEM.COMPOUND:65359	MONDO:0005090	1
PUBCHEM.COMPOUND:1031	MONDO:0005052	1
PUBCHEM.COMPOUND:1015	MONDO:0002635	1
PUBCHEM.COMPOUND:92829	MONDO:0005575	1
PUBCHEM.COMPOUND:5951	MONDO:0005052	1
PUBCHEM.COMPOUND:160556	MONDO:0005575	1
PUBCHEM.COMPOUND:23327	MONDO:0005052	1
PUBCHEM.COMPOUND:1738118	MONDO:0008903	1
PUBCHEM.COMPOUND:784	MONDO:0005010	1
PUBCHEM.COMPOUND:445638	MONDO:0005575	1
PUBCHEM.COMPOUND:157	MONDO:0005575	1
PUBCHEM.COMPOUND:774	MONDO:0005575	1
PUBCHEM.COMPOUND:123743	MONDO:0005052	1
PUBCHEM.COMPOUND:1054	MONDO:0005101	1
PUBCHEM.COMPOUND:1175	MONDO:0005575	1
PUBCHEM.COMPOUND:849	MONDO:0008226	1
PUBCHEM.COMPOUND:179	MONDO:0005101	1
PUBCHEM.COMPOUND:111299	MONDO:0009861	1
PUBCHEM.COMPOUND:1136	MONDO:0005575	1
PUBCHEM.COMPOUND:135	MONDO:0005575	1
PUBCHEM.COMPOUND:6305	MONDO:0008226	1
PUBCHEM.COMPOUND:7009623	MONDO:0005575	1
PUBCHEM.COMPOUND:643976	MONDO:0005575	1
PUBCHEM.COMPOUND:263	MONDO:0005101	1
PUBCHEM.COMPOUND:439709	MONDO:0005575	1
PUBCHEM.COMPOUND:31401	MONDO:0005575	1
PUBCHEM.COMPOUND:6106	MONDO:0005052	1
PUBCHEM.COMPOUND:1145	MONDO:0005101	1
PUBCHEM.COMPOUND:6076	MONDO:0005101	1
PUBCHEM.COMPOUND:1015	MONDO:0858950	1
PUBCHEM.COMPOUND:5950	MONDO:0005081	1
PUBCHEM.COMPOUND:10413	MONDO:0002635	1
PUBCHEM.COMPOUND:1045	MONDO:0005575	1
PUBCHEM.COMPOUND:3848	MONDO:0005575	1
PUBCHEM.COMPOUND:5950	MONDO:0008383	1
PUBCHEM.COMPOUND:1145	MONDO:0008903	1
PUBCHEM.COMPOUND:996	MONDO:0005575	1
PUBCHEM.COMPOUND:10430	MONDO:0002635	1
PUBCHEM.COMPOUND:107689	MONDO:0005090	1
PUBCHEM.COMPOUND:10140	MONDO:0009061	1
PUBCHEM.COMPOUND:1188	MONDO:0009061	1
PUBCHEM.COMPOUND:311	MONDO:0009861	1
PUBCHEM.COMPOUND:10465	MONDO:0005575	1
