CHEBI:29073	0
CHEBI:62064	1
PUBCHEM.COMPOUND:1000	2
PUBCHEM.COMPOUND:1001	3
PUBCHEM.COMPOUND:1005	4
PUBCHEM.COMPOUND:10111	5
PUBCHEM.COMPOUND:10133	6
PUBCHEM.COMPOUND:1014	7
PUBCHEM.COMPOUND:10140	8
PUBCHEM.COMPOUND:1015	9
PUBCHEM.COMPOUND:101543	10
PUBCHEM.COMPOUND:1018	11
PUBCHEM.COMPOUND:1021	12
PUBCHEM.COMPOUND:10258	13
PUBCHEM.COMPOUND:102959	14
PUBCHEM.COMPOUND:10296	15
PUBCHEM.COMPOUND:1031	16
PUBCHEM.COMPOUND:1032	17
PUBCHEM.COMPOUND:10357	18
PUBCHEM.COMPOUND:10393	19
PUBCHEM.COMPOUND:10394	20
PUBCHEM.COMPOUND:10413	21
PUBCHEM.COMPOUND:10430	22
PUBCHEM.COMPOUND:1045	23
PUBCHEM.COMPOUND:10457	24
PUBCHEM.COMPOUND:10465	25
PUBCHEM.COMPOUND:10467	26
PUBCHEM.COMPOUND:1050	27
PUBCHEM.COMPOUND:1051	28
PUBCHEM.COMPOUND:1052	29
PUBCHEM.COMPOUND:1054	30
PUBCHEM.COMPOUND:1055	31
PUBCHEM.COMPOUND:1059	32
PUBCHEM.COMPOUND:1060	33
PUBCHEM.COMPOUND:1066	34
PUBCHEM.COMPOUND:1068	35
PUBCHEM.COMPOUND:10690	36
PUBCHEM.COMPOUND:107	37
PUBCHEM.COMPOUND:10742	38
PUBCHEM.COMPOUND:107689	39
PUBCHEM.COMPOUND:1081	40
PUBCHEM.COMPOUND:1088	41
PUBCHEM.COMPOUND:10917	42
PUBCHEM.COMPOUND:10972	43
PUBCHEM.COMPOUND:11005	44
PUBCHEM.COMPOUND:1102	45
PUBCHEM.COMPOUND:1103	46
PUBCHEM.COMPOUND:11096158	47
PUBCHEM.COMPOUND:111299	48
PUBCHEM.COMPOUND:11163	49
PUBCHEM.COMPOUND:1117	50
PUBCHEM.COMPOUND:1123	51
PUBCHEM.COMPOUND:1131	52
PUBCHEM.COMPOUND:11333	53
PUBCHEM.COMPOUND:1135	54
PUBCHEM.COMPOUND:1136	55
PUBCHEM.COMPOUND:1145	56
PUBCHEM.COMPOUND:1146	57
PUBCHEM.COMPOUND:1150	58
PUBCHEM.COMPOUND:115089	59
PUBCHEM.COMPOUND:11671	60
PUBCHEM.COMPOUND:1169	61
PUBCHEM.COMPOUND:1174	62
PUBCHEM.COMPOUND:1175	63
PUBCHEM.COMPOUND:1176	64
PUBCHEM.COMPOUND:11850	65
PUBCHEM.COMPOUND:1188	66
PUBCHEM.COMPOUND:119	67
PUBCHEM.COMPOUND:11970	68
PUBCHEM.COMPOUND:1198	69
PUBCHEM.COMPOUND:12122	70
PUBCHEM.COMPOUND:122356	71
PUBCHEM.COMPOUND:12358756	72
PUBCHEM.COMPOUND:123689	73
PUBCHEM.COMPOUND:123743	74
PUBCHEM.COMPOUND:123831	75
PUBCHEM.COMPOUND:123938	76
PUBCHEM.COMPOUND:124886	77
PUBCHEM.COMPOUND:125	78
PUBCHEM.COMPOUND:12587	79
PUBCHEM.COMPOUND:12591	80
PUBCHEM.COMPOUND:12594	81
PUBCHEM.COMPOUND:126	82
PUBCHEM.COMPOUND:12647	83
PUBCHEM.COMPOUND:127	84
PUBCHEM.COMPOUND:128841	85
PUBCHEM.COMPOUND:128869	86
PUBCHEM.COMPOUND:135	87
PUBCHEM.COMPOUND:135191	88
PUBCHEM.COMPOUND:137	89
PUBCHEM.COMPOUND:13711	90
PUBCHEM.COMPOUND:13712	91
PUBCHEM.COMPOUND:13730	92
PUBCHEM.COMPOUND:138	93
PUBCHEM.COMPOUND:13849	94
PUBCHEM.COMPOUND:13945	95
PUBCHEM.COMPOUND:145068	96
PUBCHEM.COMPOUND:145742	97
PUBCHEM.COMPOUND:14925	98
PUBCHEM.COMPOUND:150929	99
PUBCHEM.COMPOUND:151138	100
PUBCHEM.COMPOUND:1549098	101
PUBCHEM.COMPOUND:157	102
PUBCHEM.COMPOUND:158980	103
PUBCHEM.COMPOUND:160556	104
PUBCHEM.COMPOUND:160603	105
PUBCHEM.COMPOUND:160645	106
PUBCHEM.COMPOUND:160666	107
PUBCHEM.COMPOUND:161166	108
PUBCHEM.COMPOUND:161234	109
PUBCHEM.COMPOUND:165271	110
PUBCHEM.COMPOUND:1662	111
PUBCHEM.COMPOUND:1669	112
PUBCHEM.COMPOUND:169019	113
PUBCHEM.COMPOUND:16950	114
PUBCHEM.COMPOUND:171548	115
PUBCHEM.COMPOUND:1738	116
PUBCHEM.COMPOUND:1738118	117
PUBCHEM.COMPOUND:17513	118
PUBCHEM.COMPOUND:176	119
PUBCHEM.COMPOUND:177	120
PUBCHEM.COMPOUND:178	121
PUBCHEM.COMPOUND:179	122
PUBCHEM.COMPOUND:180	123
PUBCHEM.COMPOUND:18189	124
PUBCHEM.COMPOUND:181976	125
PUBCHEM.COMPOUND:182230	126
PUBCHEM.COMPOUND:1826	127
PUBCHEM.COMPOUND:187	128
PUBCHEM.COMPOUND:190	129
PUBCHEM.COMPOUND:193530	130
PUBCHEM.COMPOUND:193872	131
PUBCHEM.COMPOUND:196	132
PUBCHEM.COMPOUND:1983	133
PUBCHEM.COMPOUND:199	134
PUBCHEM.COMPOUND:204	135
PUBCHEM.COMPOUND:21236	136
