Source,Target,Weight
NCBITaxon:457392,PUBCHEM.COMPOUND:91493,1
NCBITaxon:469593,PUBCHEM.COMPOUND:798,1
NCBITaxon:469613,PUBCHEM.COMPOUND:312,1
NCBITaxon:457395,PUBCHEM.COMPOUND:5950,1
NCBITaxon:469613,PUBCHEM.COMPOUND:1174,1
NCBITaxon:658082,PUBCHEM.COMPOUND:5958,1
NCBITaxon:556259,PUBCHEM.COMPOUND:445639,1
NCBITaxon:450749,PUBCHEM.COMPOUND:6030,1
NCBITaxon:469593,PUBCHEM.COMPOUND:27854,1
NCBITaxon:1399,PUBCHEM.COMPOUND:750,1
NCBITaxon:457387,PUBCHEM.COMPOUND:439174,1
NCBITaxon:469613,PUBCHEM.COMPOUND:670,1
NCBITaxon:1160721,PUBCHEM.COMPOUND:5460362,1
NCBITaxon:244366,PUBCHEM.COMPOUND:1032,1
NCBITaxon:563193,PUBCHEM.COMPOUND:6262,1
NCBITaxon:457392,PUBCHEM.COMPOUND:161234,1
NCBITaxon:100884,PUBCHEM.COMPOUND:1050,1
NCBITaxon:562,PUBCHEM.COMPOUND:190,1
NCBITaxon:585544,PUBCHEM.COMPOUND:160666,1
NCBITaxon:1265,PUBCHEM.COMPOUND:10140,1
NCBITaxon:457396,PUBCHEM.COMPOUND:675,1
NCBITaxon:1624,PUBCHEM.COMPOUND:5960,1
NCBITaxon:457392,PUBCHEM.COMPOUND:221493,1
NCBITaxon:40518,PUBCHEM.COMPOUND:1103,1
NCBITaxon:457412,PUBCHEM.COMPOUND:64689,1
NCBITaxon:469585,PUBCHEM.COMPOUND:402,1
NCBITaxon:469610,PUBCHEM.COMPOUND:177,1
NCBITaxon:35841,PUBCHEM.COMPOUND:1135,1
NCBITaxon:457390,PUBCHEM.COMPOUND:643798,1
NCBITaxon:187327,PUBCHEM.COMPOUND:65072,1
NCBITaxon:411489,PUBCHEM.COMPOUND:96801,1
NCBITaxon:450749,PUBCHEM.COMPOUND:1050,1
NCBITaxon:1130798,PUBCHEM.COMPOUND:439184,1
NCBITaxon:457390,PUBCHEM.COMPOUND:938,1
NCBITaxon:469591,PUBCHEM.COMPOUND:12587,1
NCBITaxon:1496,PUBCHEM.COMPOUND:5960,1
NCBITaxon:469585,PUBCHEM.COMPOUND:10430,1
NCBITaxon:457390,PUBCHEM.COMPOUND:700,1
NCBITaxon:469585,PUBCHEM.COMPOUND:32051,1
NCBITaxon:1322,PUBCHEM.COMPOUND:71080,1
NCBITaxon:469592,PUBCHEM.COMPOUND:65070,1
NCBITaxon:457392,PUBCHEM.COMPOUND:6613,1
NCBITaxon:457416,PUBCHEM.COMPOUND:96801,1
NCBITaxon:562,PUBCHEM.COMPOUND:6508,1
NCBITaxon:1160721,PUBCHEM.COMPOUND:58,1
NCBITaxon:1322,PUBCHEM.COMPOUND:5957,1
NCBITaxon:469585,PUBCHEM.COMPOUND:171548,1
NCBITaxon:502558,PUBCHEM.COMPOUND:943,1
NCBITaxon:469592,PUBCHEM.COMPOUND:128841,1
NCBITaxon:89152,PUBCHEM.COMPOUND:161234,1
NCBITaxon:329,PUBCHEM.COMPOUND:445639,1
NCBITaxon:658659,PUBCHEM.COMPOUND:6288,1
NCBITaxon:457396,PUBCHEM.COMPOUND:979,1
NCBITaxon:329,PUBCHEM.COMPOUND:5960,1
NCBITaxon:1322,PUBCHEM.COMPOUND:9700,1
NCBITaxon:457387,PUBCHEM.COMPOUND:65070,1
NCBITaxon:89152,PUBCHEM.COMPOUND:221493,1
NCBITaxon:411484,PUBCHEM.COMPOUND:439924,1
NCBITaxon:457421,PUBCHEM.COMPOUND:439153,1
NCBITaxon:658082,PUBCHEM.COMPOUND:6137,1
NCBITaxon:658087,PUBCHEM.COMPOUND:6274,1
NCBITaxon:469613,PUBCHEM.COMPOUND:6267,1
NCBITaxon:562,PUBCHEM.COMPOUND:13712,1
NCBITaxon:35841,PUBCHEM.COMPOUND:938,1
NCBITaxon:469589,PUBCHEM.COMPOUND:280,1
NCBITaxon:665951,PUBCHEM.COMPOUND:273,1
NCBITaxon:457391,PUBCHEM.COMPOUND:65070,1
NCBITaxon:35841,PUBCHEM.COMPOUND:700,1
NCBITaxon:471189,PUBCHEM.COMPOUND:1198,1
NCBITaxon:244366,PUBCHEM.COMPOUND:12647,1
NCBITaxon:457412,PUBCHEM.COMPOUND:880,1
NCBITaxon:411486,PUBCHEM.COMPOUND:936,1
NCBITaxon:469610,PUBCHEM.COMPOUND:311,1
NCBITaxon:457387,PUBCHEM.COMPOUND:128841,1
NCBITaxon:1042156,PUBCHEM.COMPOUND:6288,1
NCBITaxon:457392,PUBCHEM.COMPOUND:5961,1
NCBITaxon:1130798,PUBCHEM.COMPOUND:751,1
NCBITaxon:502558,PUBCHEM.COMPOUND:5460362,1
NCBITaxon:1399,PUBCHEM.COMPOUND:643976,1
NCBITaxon:89152,PUBCHEM.COMPOUND:6613,1
NCBITaxon:1160721,PUBCHEM.COMPOUND:6106,1
NCBITaxon:1226325,PUBCHEM.COMPOUND:439750,1
NCBITaxon:457395,PUBCHEM.COMPOUND:99288,1
NCBITaxon:457391,PUBCHEM.COMPOUND:128841,1
NCBITaxon:1399,PUBCHEM.COMPOUND:91552,1
NCBITaxon:469590,PUBCHEM.COMPOUND:402,1
NCBITaxon:1203555,PUBCHEM.COMPOUND:1018,1
NCBITaxon:1130798,PUBCHEM.COMPOUND:5780,1
NCBITaxon:469588,PUBCHEM.COMPOUND:70,1
NCBITaxon:552396,PUBCHEM.COMPOUND:6022,1
NCBITaxon:563193,PUBCHEM.COMPOUND:5460362,1
NCBITaxon:658659,PUBCHEM.COMPOUND:49,1
NCBITaxon:471189,PUBCHEM.COMPOUND:26623,1
NCBITaxon:411484,PUBCHEM.COMPOUND:439258,1
NCBITaxon:469592,PUBCHEM.COMPOUND:160666,1
NCBITaxon:469590,PUBCHEM.COMPOUND:10430,1
NCBITaxon:1296,PUBCHEM.COMPOUND:71080,1
NCBITaxon:40518,PUBCHEM.COMPOUND:6262,1
NCBITaxon:469590,PUBCHEM.COMPOUND:32051,1
NCBITaxon:457394,PUBCHEM.COMPOUND:6322,1
NCBITaxon:457394,PUBCHEM.COMPOUND:160603,1
NCBITaxon:469592,PUBCHEM.COMPOUND:10140,1
NCBITaxon:1624,PUBCHEM.COMPOUND:1032,1
NCBITaxon:469610,PUBCHEM.COMPOUND:6022,1
NCBITaxon:502558,PUBCHEM.COMPOUND:58,1
NCBITaxon:187327,PUBCHEM.COMPOUND:79025,1
NCBITaxon:469590,PUBCHEM.COMPOUND:171548,1
NCBITaxon:562,PUBCHEM.COMPOUND:51,1
NCBITaxon:552396,PUBCHEM.COMPOUND:445639,1
NCBITaxon:563193,PUBCHEM.COMPOUND:123689,1
NCBITaxon:552396,PUBCHEM.COMPOUND:5960,1
NCBITaxon:457395,PUBCHEM.COMPOUND:1198,1
NCBITaxon:1246,PUBCHEM.COMPOUND:757,1
NCBITaxon:187327,PUBCHEM.COMPOUND:2724705,1
NCBITaxon:556261,PUBCHEM.COMPOUND:867,1
NCBITaxon:1547,PUBCHEM.COMPOUND:6322,1
NCBITaxon:552398,PUBCHEM.COMPOUND:222,1
NCBITaxon:658089,PUBCHEM.COMPOUND:58,1
NCBITaxon:817,PUBCHEM.COMPOUND:33032,1
NCBITaxon:1246,PUBCHEM.COMPOUND:6083,1
NCBITaxon:1547,PUBCHEM.COMPOUND:160603,1
NCBITaxon:1322,PUBCHEM.COMPOUND:10357,1
NCBITaxon:457387,PUBCHEM.COMPOUND:160666,1
NCBITaxon:89152,PUBCHEM.COMPOUND:5961,1
NCBITaxon:1399,PUBCHEM.COMPOUND:649,1
NCBITaxon:1351,PUBCHEM.COMPOUND:445639,1
NCBITaxon:187327,PUBCHEM.COMPOUND:158980,1
NCBITaxon:1351,PUBCHEM.COMPOUND:5960,1
NCBITaxon:1496,PUBCHEM.COMPOUND:7405,1
NCBITaxon:556259,PUBCHEM.COMPOUND:887,1
NCBITaxon:585544,PUBCHEM.COMPOUND:5951,1
NCBITaxon:457391,PUBCHEM.COMPOUND:160666,1
NCBITaxon:1322,PUBCHEM.COMPOUND:439283,1
NCBITaxon:244366,PUBCHEM.COMPOUND:13711,1
NCBITaxon:105841,PUBCHEM.COMPOUND:6106,1
NCBITaxon:1203593,PUBCHEM.COMPOUND:439174,1
NCBITaxon:411489,PUBCHEM.COMPOUND:1054,1
NCBITaxon:469613,PUBCHEM.COMPOUND:135191,1
NCBITaxon:658659,PUBCHEM.COMPOUND:107689,1
NCBITaxon:457391,PUBCHEM.COMPOUND:10140,1
NCBITaxon:469588,PUBCHEM.COMPOUND:798,1
NCBITaxon:457395,PUBCHEM.COMPOUND:26623,1
NCBITaxon:100884,PUBCHEM.COMPOUND:11850,1
NCBITaxon:35841,PUBCHEM.COMPOUND:487,1
NCBITaxon:105841,PUBCHEM.COMPOUND:261,1
NCBITaxon:469592,PUBCHEM.COMPOUND:137,1
NCBITaxon:469588,PUBCHEM.COMPOUND:27854,1
NCBITaxon:469613,PUBCHEM.COMPOUND:6274,1
NCBITaxon:1399,PUBCHEM.COMPOUND:967,1
NCBITaxon:329,PUBCHEM.COMPOUND:1032,1
NCBITaxon:665943,PUBCHEM.COMPOUND:6322,1
NCBITaxon:1399,PUBCHEM.COMPOUND:999,1
NCBITaxon:665943,PUBCHEM.COMPOUND:160603,1
NCBITaxon:469591,PUBCHEM.COMPOUND:29936,1
NCBITaxon:556259,PUBCHEM.COMPOUND:12647,1
NCBITaxon:502558,PUBCHEM.COMPOUND:6106,1
NCBITaxon:1042156,PUBCHEM.COMPOUND:107689,1
NCBITaxon:1042156,PUBCHEM.COMPOUND:239,1
NCBITaxon:1246,PUBCHEM.COMPOUND:70914,1
NCBITaxon:469593,PUBCHEM.COMPOUND:784,1
NCBITaxon:658089,PUBCHEM.COMPOUND:6106,1
NCBITaxon:1246,PUBCHEM.COMPOUND:8742,1
NCBITaxon:1203555,PUBCHEM.COMPOUND:5950,1
NCBITaxon:457396,PUBCHEM.COMPOUND:27099,1
NCBITaxon:563193,PUBCHEM.COMPOUND:6106,1
NCBITaxon:411484,PUBCHEM.COMPOUND:880,1
NCBITaxon:552398,PUBCHEM.COMPOUND:68841,1
NCBITaxon:457394,PUBCHEM.COMPOUND:674,1
NCBITaxon:457391,PUBCHEM.COMPOUND:137,1
NCBITaxon:1624,PUBCHEM.COMPOUND:12647,1
NCBITaxon:411486,PUBCHEM.COMPOUND:125,1
NCBITaxon:658659,PUBCHEM.COMPOUND:6057,1
NCBITaxon:1296,PUBCHEM.COMPOUND:643976,1
NCBITaxon:457394,PUBCHEM.COMPOUND:439224,1
NCBITaxon:100884,PUBCHEM.COMPOUND:84571,1
NCBITaxon:469591,PUBCHEM.COMPOUND:493570,1
NCBITaxon:469591,PUBCHEM.COMPOUND:176,1
NCBITaxon:469613,PUBCHEM.COMPOUND:1169,1
NCBITaxon:457394,PUBCHEM.COMPOUND:6427004,1
NCBITaxon:1226325,PUBCHEM.COMPOUND:5280450,1
NCBITaxon:665951,PUBCHEM.COMPOUND:311,1
NCBITaxon:469593,PUBCHEM.COMPOUND:64689,1
NCBITaxon:100884,PUBCHEM.COMPOUND:6287,1
NCBITaxon:585544,PUBCHEM.COMPOUND:8629,1
NCBITaxon:244366,PUBCHEM.COMPOUND:9322,1
NCBITaxon:1547,PUBCHEM.COMPOUND:439224,1
NCBITaxon:1399,PUBCHEM.COMPOUND:312,1
NCBITaxon:552398,PUBCHEM.COMPOUND:1174,1
NCBITaxon:457394,PUBCHEM.COMPOUND:997,1
NCBITaxon:469593,PUBCHEM.COMPOUND:13711,1
NCBITaxon:1399,PUBCHEM.COMPOUND:1174,1
NCBITaxon:1296,PUBCHEM.COMPOUND:439283,1
NCBITaxon:1547,PUBCHEM.COMPOUND:702,1
NCBITaxon:1160721,PUBCHEM.COMPOUND:71080,1
NCBITaxon:100884,PUBCHEM.COMPOUND:165271,1
NCBITaxon:658089,PUBCHEM.COMPOUND:10133,1
NCBITaxon:411489,PUBCHEM.COMPOUND:439155,1
NCBITaxon:1547,PUBCHEM.COMPOUND:6427004,1
NCBITaxon:469591,PUBCHEM.COMPOUND:305,1
NCBITaxon:471189,PUBCHEM.COMPOUND:6131,1
NCBITaxon:1246,PUBCHEM.COMPOUND:1055,1
NCBITaxon:411489,PUBCHEM.COMPOUND:5962,1
NCBITaxon:563193,PUBCHEM.COMPOUND:10133,1
NCBITaxon:457421,PUBCHEM.COMPOUND:273,1
NCBITaxon:450749,PUBCHEM.COMPOUND:6287,1
NCBITaxon:1399,PUBCHEM.COMPOUND:670,1
NCBITaxon:552396,PUBCHEM.COMPOUND:1032,1
NCBITaxon:552398,PUBCHEM.COMPOUND:439213,1
NCBITaxon:469592,PUBCHEM.COMPOUND:5951,1
NCBITaxon:469590,PUBCHEM.COMPOUND:339,1
NCBITaxon:1547,PUBCHEM.COMPOUND:997,1
NCBITaxon:244366,PUBCHEM.COMPOUND:5988,1
NCBITaxon:469590,PUBCHEM.COMPOUND:10690,1
NCBITaxon:1203593,PUBCHEM.COMPOUND:5610,1
NCBITaxon:450749,PUBCHEM.COMPOUND:165271,1
NCBITaxon:32049,PUBCHEM.COMPOUND:1174,1
NCBITaxon:457416,PUBCHEM.COMPOUND:5962,1
NCBITaxon:457394,PUBCHEM.COMPOUND:125,1
NCBITaxon:469589,PUBCHEM.COMPOUND:1052,1
NCBITaxon:329,PUBCHEM.COMPOUND:12647,1
NCBITaxon:469592,PUBCHEM.COMPOUND:5281,1
NCBITaxon:818,PUBCHEM.COMPOUND:5950,1
NCBITaxon:1547,PUBCHEM.COMPOUND:785,1
NCBITaxon:665951,PUBCHEM.COMPOUND:6022,1
NCBITaxon:665943,PUBCHEM.COMPOUND:674,1
NCBITaxon:1042156,PUBCHEM.COMPOUND:6305,1
NCBITaxon:471189,PUBCHEM.COMPOUND:936,1
NCBITaxon:100884,PUBCHEM.COMPOUND:222,1
NCBITaxon:665943,PUBCHEM.COMPOUND:439224,1
NCBITaxon:457421,PUBCHEM.COMPOUND:1021,1
NCBITaxon:457390,PUBCHEM.COMPOUND:284,1
NCBITaxon:450749,PUBCHEM.COMPOUND:985,1
NCBITaxon:665943,PUBCHEM.COMPOUND:6427004,1
NCBITaxon:457387,PUBCHEM.COMPOUND:5951,1
NCBITaxon:658082,PUBCHEM.COMPOUND:1088,1
NCBITaxon:1296,PUBCHEM.COMPOUND:101543,1
NCBITaxon:450749,PUBCHEM.COMPOUND:222,1
NCBITaxon:457391,PUBCHEM.COMPOUND:1054,1
NCBITaxon:457392,PUBCHEM.COMPOUND:439184,1
NCBITaxon:457387,PUBCHEM.COMPOUND:5281,1
NCBITaxon:457391,PUBCHEM.COMPOUND:5951,1
NCBITaxon:665943,PUBCHEM.COMPOUND:997,1
NCBITaxon:658087,PUBCHEM.COMPOUND:5789,1
NCBITaxon:665951,PUBCHEM.COMPOUND:445639,1
NCBITaxon:552396,PUBCHEM.COMPOUND:887,1
NCBITaxon:411484,PUBCHEM.COMPOUND:84265,1
NCBITaxon:105841,PUBCHEM.COMPOUND:750,1
NCBITaxon:562,PUBCHEM.COMPOUND:6175,1
NCBITaxon:457391,PUBCHEM.COMPOUND:5281,1
NCBITaxon:556261,PUBCHEM.COMPOUND:3032849,1
NCBITaxon:556261,PUBCHEM.COMPOUND:1052,1
NCBITaxon:35841,PUBCHEM.COMPOUND:6322,1
NCBITaxon:457395,PUBCHEM.COMPOUND:160603,1
NCBITaxon:411489,PUBCHEM.COMPOUND:92829,1
NCBITaxon:469610,PUBCHEM.COMPOUND:6137,1
NCBITaxon:1399,PUBCHEM.COMPOUND:6267,1
NCBITaxon:35841,PUBCHEM.COMPOUND:284,1
NCBITaxon:665943,PUBCHEM.COMPOUND:125,1
NCBITaxon:469592,PUBCHEM.COMPOUND:11970,1
NCBITaxon:457416,PUBCHEM.COMPOUND:92829,1
NCBITaxon:457395,PUBCHEM.COMPOUND:936,1
NCBITaxon:469585,PUBCHEM.COMPOUND:643798,1
NCBITaxon:469591,PUBCHEM.COMPOUND:124886,1
NCBITaxon:502558,PUBCHEM.COMPOUND:71080,1
NCBITaxon:552396,PUBCHEM.COMPOUND:12647,1
NCBITaxon:1160721,PUBCHEM.COMPOUND:643976,1
NCBITaxon:469592,PUBCHEM.COMPOUND:8629,1
NCBITaxon:469585,PUBCHEM.COMPOUND:938,1
NCBITaxon:100884,PUBCHEM.COMPOUND:68841,1
NCBITaxon:1130798,PUBCHEM.COMPOUND:98,1
NCBITaxon:457394,PUBCHEM.COMPOUND:135,1
NCBITaxon:244366,PUBCHEM.COMPOUND:1136,1
NCBITaxon:469585,PUBCHEM.COMPOUND:700,1
NCBITaxon:469591,PUBCHEM.COMPOUND:439153,1
NCBITaxon:1351,PUBCHEM.COMPOUND:12647,1
NCBITaxon:457394,PUBCHEM.COMPOUND:13730,1
NCBITaxon:563193,PUBCHEM.COMPOUND:71080,1
NCBITaxon:89152,PUBCHEM.COMPOUND:439184,1
NCBITaxon:52226,PUBCHEM.COMPOUND:10140,1
NCBITaxon:411486,PUBCHEM.COMPOUND:493570,1
NCBITaxon:457396,PUBCHEM.COMPOUND:3893,1
NCBITaxon:556259,PUBCHEM.COMPOUND:725,1
NCBITaxon:556259,PUBCHEM.COMPOUND:5988,1
NCBITaxon:457392,PUBCHEM.COMPOUND:751,1
NCBITaxon:187327,PUBCHEM.COMPOUND:439233,1
NCBITaxon:469610,PUBCHEM.COMPOUND:1060,1
NCBITaxon:1160721,PUBCHEM.COMPOUND:439283,1
NCBITaxon:457390,PUBCHEM.COMPOUND:702,1
NCBITaxon:469589,PUBCHEM.COMPOUND:5462244,1
NCBITaxon:1547,PUBCHEM.COMPOUND:13730,1
NCBITaxon:457387,PUBCHEM.COMPOUND:8629,1
NCBITaxon:469592,PUBCHEM.COMPOUND:7027,1
NCBITaxon:562,PUBCHEM.COMPOUND:445638,1
NCBITaxon:457390,PUBCHEM.COMPOUND:6427004,1
NCBITaxon:1203555,PUBCHEM.COMPOUND:6251,1
NCBITaxon:469589,PUBCHEM.COMPOUND:1045,1
NCBITaxon:457391,PUBCHEM.COMPOUND:8629,1
NCBITaxon:469588,PUBCHEM.COMPOUND:784,1
NCBITaxon:1246,PUBCHEM.COMPOUND:753,1
NCBITaxon:1624,PUBCHEM.COMPOUND:5988,1
NCBITaxon:411486,PUBCHEM.COMPOUND:305,1
NCBITaxon:244366,PUBCHEM.COMPOUND:943,1
NCBITaxon:457396,PUBCHEM.COMPOUND:760,1
NCBITaxon:469589,PUBCHEM.COMPOUND:6140,1
NCBITaxon:658659,PUBCHEM.COMPOUND:668,1
NCBITaxon:457412,PUBCHEM.COMPOUND:261,1
NCBITaxon:411486,PUBCHEM.COMPOUND:158980,1
NCBITaxon:1496,PUBCHEM.COMPOUND:725,1
NCBITaxon:556261,PUBCHEM.COMPOUND:99288,1
NCBITaxon:1322,PUBCHEM.COMPOUND:137,1
NCBITaxon:457395,PUBCHEM.COMPOUND:674,1
NCBITaxon:1496,PUBCHEM.COMPOUND:5988,1
NCBITaxon:469613,PUBCHEM.COMPOUND:5789,1
NCBITaxon:105841,PUBCHEM.COMPOUND:643976,1
NCBITaxon:411484,PUBCHEM.COMPOUND:145742,1
NCBITaxon:1246,PUBCHEM.COMPOUND:402,1
NCBITaxon:457395,PUBCHEM.COMPOUND:12587,1
NCBITaxon:35841,PUBCHEM.COMPOUND:439224,1
NCBITaxon:665943,PUBCHEM.COMPOUND:13730,1
NCBITaxon:105841,PUBCHEM.COMPOUND:91552,1
NCBITaxon:457394,PUBCHEM.COMPOUND:1117,1
NCBITaxon:35841,PUBCHEM.COMPOUND:702,1
NCBITaxon:1399,PUBCHEM.COMPOUND:135191,1
NCBITaxon:469589,PUBCHEM.COMPOUND:387316,1
NCBITaxon:89152,PUBCHEM.COMPOUND:751,1
NCBITaxon:35841,PUBCHEM.COMPOUND:6427004,1
NCBITaxon:187327,PUBCHEM.COMPOUND:273,1
NCBITaxon:469590,PUBCHEM.COMPOUND:643798,1
NCBITaxon:469588,PUBCHEM.COMPOUND:13711,1
NCBITaxon:457387,PUBCHEM.COMPOUND:439176,1
NCBITaxon:552398,PUBCHEM.COMPOUND:6274,1
NCBITaxon:244366,PUBCHEM.COMPOUND:5460362,1
NCBITaxon:1296,PUBCHEM.COMPOUND:96801,1
NCBITaxon:457395,PUBCHEM.COMPOUND:997,1
NCBITaxon:469590,PUBCHEM.COMPOUND:938,1
NCBITaxon:469613,PUBCHEM.COMPOUND:6306,1
NCBITaxon:502558,PUBCHEM.COMPOUND:643976,1
NCBITaxon:556261,PUBCHEM.COMPOUND:6140,1
NCBITaxon:471189,PUBCHEM.COMPOUND:440873,1
NCBITaxon:469590,PUBCHEM.COMPOUND:700,1
NCBITaxon:1042156,PUBCHEM.COMPOUND:757,1
NCBITaxon:1547,PUBCHEM.COMPOUND:1117,1
NCBITaxon:1399,PUBCHEM.COMPOUND:802,1
NCBITaxon:1130798,PUBCHEM.COMPOUND:64689,1
NCBITaxon:35841,PUBCHEM.COMPOUND:785,1
NCBITaxon:658089,PUBCHEM.COMPOUND:643976,1
NCBITaxon:562,PUBCHEM.COMPOUND:439174,1
NCBITaxon:457421,PUBCHEM.COMPOUND:6022,1
NCBITaxon:563193,PUBCHEM.COMPOUND:643976,1
NCBITaxon:658089,PUBCHEM.COMPOUND:91552,1
NCBITaxon:818,PUBCHEM.COMPOUND:487,1
NCBITaxon:32049,PUBCHEM.COMPOUND:6274,1
NCBITaxon:450749,PUBCHEM.COMPOUND:199,1
NCBITaxon:457395,PUBCHEM.COMPOUND:125,1
NCBITaxon:563193,PUBCHEM.COMPOUND:91552,1
NCBITaxon:552398,PUBCHEM.COMPOUND:439498,1
NCBITaxon:502558,PUBCHEM.COMPOUND:439283,1
NCBITaxon:556259,PUBCHEM.COMPOUND:204,1
NCBITaxon:105841,PUBCHEM.COMPOUND:649,1
NCBITaxon:457387,PUBCHEM.COMPOUND:6030,1
NCBITaxon:1547,PUBCHEM.COMPOUND:979,1
NCBITaxon:1246,PUBCHEM.COMPOUND:6029,1
NCBITaxon:244366,PUBCHEM.COMPOUND:58,1
NCBITaxon:244366,PUBCHEM.COMPOUND:65359,1
NCBITaxon:658089,PUBCHEM.COMPOUND:439283,1
NCBITaxon:40518,PUBCHEM.COMPOUND:80642,1
NCBITaxon:411486,PUBCHEM.COMPOUND:124886,1
NCBITaxon:658659,PUBCHEM.COMPOUND:33032,1
NCBITaxon:665943,PUBCHEM.COMPOUND:1117,1
NCBITaxon:469591,PUBCHEM.COMPOUND:119,1
NCBITaxon:469613,PUBCHEM.COMPOUND:61503,1
NCBITaxon:457421,PUBCHEM.COMPOUND:445639,1
NCBITaxon:457421,PUBCHEM.COMPOUND:5960,1
NCBITaxon:1399,PUBCHEM.COMPOUND:1169,1
NCBITaxon:1246,PUBCHEM.COMPOUND:60961,1
NCBITaxon:411486,PUBCHEM.COMPOUND:439153,1
NCBITaxon:556259,PUBCHEM.COMPOUND:69507,1
NCBITaxon:457412,PUBCHEM.COMPOUND:439232,1
NCBITaxon:562,PUBCHEM.COMPOUND:439924,1
NCBITaxon:105841,PUBCHEM.COMPOUND:967,1
NCBITaxon:572010,PUBCHEM.COMPOUND:91469,1
NCBITaxon:457387,PUBCHEM.COMPOUND:1050,1
NCBITaxon:665951,PUBCHEM.COMPOUND:12647,1
NCBITaxon:469593,PUBCHEM.COMPOUND:5460362,1
NCBITaxon:411484,PUBCHEM.COMPOUND:261,1
NCBITaxon:471189,PUBCHEM.COMPOUND:29936,1
NCBITaxon:1624,PUBCHEM.COMPOUND:69507,1
NCBITaxon:658659,PUBCHEM.COMPOUND:1051,1
NCBITaxon:244366,PUBCHEM.COMPOUND:439278,1
NCBITaxon:457387,PUBCHEM.COMPOUND:978,1
NCBITaxon:1351,PUBCHEM.COMPOUND:725,1
NCBITaxon:1351,PUBCHEM.COMPOUND:5988,1
NCBITaxon:457412,PUBCHEM.COMPOUND:750,1
NCBITaxon:1203555,PUBCHEM.COMPOUND:6322,1
NCBITaxon:1496,PUBCHEM.COMPOUND:69507,1
NCBITaxon:457396,PUBCHEM.COMPOUND:70,1
NCBITaxon:563193,PUBCHEM.COMPOUND:101543,1
NCBITaxon:562,PUBCHEM.COMPOUND:439258,1
NCBITaxon:46506,PUBCHEM.COMPOUND:91469,1
NCBITaxon:853,PUBCHEM.COMPOUND:5951,1
NCBITaxon:469593,PUBCHEM.COMPOUND:123689,1
NCBITaxon:457395,PUBCHEM.COMPOUND:135,1
NCBITaxon:658082,PUBCHEM.COMPOUND:1015,1
NCBITaxon:1042156,PUBCHEM.COMPOUND:1051,1
NCBITaxon:471189,PUBCHEM.COMPOUND:493570,1
NCBITaxon:457395,PUBCHEM.COMPOUND:13730,1
NCBITaxon:471189,PUBCHEM.COMPOUND:176,1
NCBITaxon:562,PUBCHEM.COMPOUND:439242,1
NCBITaxon:469588,PUBCHEM.COMPOUND:21236,1
NCBITaxon:658659,PUBCHEM.COMPOUND:6675,1
NCBITaxon:450749,PUBCHEM.COMPOUND:1175,1
NCBITaxon:105841,PUBCHEM.COMPOUND:312,1
NCBITaxon:411489,PUBCHEM.COMPOUND:13945,1
NCBITaxon:1160721,PUBCHEM.COMPOUND:96801,1
NCBITaxon:105841,PUBCHEM.COMPOUND:1174,1
NCBITaxon:457390,PUBCHEM.COMPOUND:1117,1
NCBITaxon:329,PUBCHEM.COMPOUND:69507,1
NCBITaxon:329,PUBCHEM.COMPOUND:943,1
NCBITaxon:105841,PUBCHEM.COMPOUND:670,1
NCBITaxon:1322,PUBCHEM.COMPOUND:439155,1
NCBITaxon:457416,PUBCHEM.COMPOUND:13945,1
NCBITaxon:469589,PUBCHEM.COMPOUND:6131,1
NCBITaxon:471189,PUBCHEM.COMPOUND:305,1
NCBITaxon:244366,PUBCHEM.COMPOUND:72,1
NCBITaxon:1322,PUBCHEM.COMPOUND:5962,1
NCBITaxon:450749,PUBCHEM.COMPOUND:49,1
NCBITaxon:1399,PUBCHEM.COMPOUND:6076,1
NCBITaxon:469613,PUBCHEM.COMPOUND:1059,1
NCBITaxon:585544,PUBCHEM.COMPOUND:84571,1
NCBITaxon:469613,PUBCHEM.COMPOUND:998,1
NCBITaxon:658659,PUBCHEM.COMPOUND:971,1
NCBITaxon:469588,PUBCHEM.COMPOUND:6262,1
NCBITaxon:817,PUBCHEM.COMPOUND:5950,1
NCBITaxon:100884,PUBCHEM.COMPOUND:439498,1
NCBITaxon:457390,PUBCHEM.COMPOUND:979,1
NCBITaxon:818,PUBCHEM.COMPOUND:6322,1
NCBITaxon:585544,PUBCHEM.COMPOUND:6287,1
NCBITaxon:457396,PUBCHEM.COMPOUND:27854,1
NCBITaxon:469585,PUBCHEM.COMPOUND:284,1
NCBITaxon:457421,PUBCHEM.COMPOUND:1032,1
NCBITaxon:818,PUBCHEM.COMPOUND:160603,1
NCBITaxon:552398,PUBCHEM.COMPOUND:1176,1
NCBITaxon:457395,PUBCHEM.COMPOUND:493570,1
NCBITaxon:469593,PUBCHEM.COMPOUND:6106,1
NCBITaxon:1246,PUBCHEM.COMPOUND:657272,1
NCBITaxon:1547,PUBCHEM.COMPOUND:27099,1
NCBITaxon:585544,PUBCHEM.COMPOUND:165271,1
NCBITaxon:411484,PUBCHEM.COMPOUND:439232,1
NCBITaxon:35841,PUBCHEM.COMPOUND:1117,1
NCBITaxon:469591,PUBCHEM.COMPOUND:177,1
NCBITaxon:1351,PUBCHEM.COMPOUND:1136,1
NCBITaxon:450749,PUBCHEM.COMPOUND:439498,1
NCBITaxon:552396,PUBCHEM.COMPOUND:204,1
NCBITaxon:658087,PUBCHEM.COMPOUND:187,1
