id,type,node_color
PUBCHEM.COMPOUND:6675,metabolite,green
PUBCHEM.COMPOUND:668,metabolite,green
PUBCHEM.COMPOUND:670,metabolite,green
PUBCHEM.COMPOUND:6723,metabolite,green
PUBCHEM.COMPOUND:673,metabolite,green
PUBCHEM.COMPOUND:6736,metabolite,green
PUBCHEM.COMPOUND:674,metabolite,green
PUBCHEM.COMPOUND:675,metabolite,green
PUBCHEM.COMPOUND:676157,metabolite,green
PUBCHEM.COMPOUND:67678,metabolite,green
PUBCHEM.COMPOUND:681,metabolite,green
PUBCHEM.COMPOUND:68144,metabolite,green
PUBCHEM.COMPOUND:68152,metabolite,green
PUBCHEM.COMPOUND:68310,metabolite,green
PUBCHEM.COMPOUND:68841,metabolite,green
PUBCHEM.COMPOUND:689043,metabolite,green
PUBCHEM.COMPOUND:6912,metabolite,green
PUBCHEM.COMPOUND:69217,metabolite,green
PUBCHEM.COMPOUND:69507,metabolite,green
PUBCHEM.COMPOUND:6992567,metabolite,green
PUBCHEM.COMPOUND:70,metabolite,green
PUBCHEM.COMPOUND:700,metabolite,green
PUBCHEM.COMPOUND:700653,metabolite,green
PUBCHEM.COMPOUND:7009623,metabolite,green
PUBCHEM.COMPOUND:702,metabolite,green
PUBCHEM.COMPOUND:7027,metabolite,green
PUBCHEM.COMPOUND:70912,metabolite,green
PUBCHEM.COMPOUND:70914,metabolite,green
PUBCHEM.COMPOUND:71077,metabolite,green
PUBCHEM.COMPOUND:71080,metabolite,green
PUBCHEM.COMPOUND:72,metabolite,green
PUBCHEM.COMPOUND:724,metabolite,green
PUBCHEM.COMPOUND:725,metabolite,green
PUBCHEM.COMPOUND:72924,metabolite,green
PUBCHEM.COMPOUND:736715,metabolite,green
PUBCHEM.COMPOUND:7405,metabolite,green
PUBCHEM.COMPOUND:7420,metabolite,green
PUBCHEM.COMPOUND:743,metabolite,green
PUBCHEM.COMPOUND:74839,metabolite,green
PUBCHEM.COMPOUND:750,metabolite,green
PUBCHEM.COMPOUND:751,metabolite,green
PUBCHEM.COMPOUND:753,metabolite,green
PUBCHEM.COMPOUND:757,metabolite,green
PUBCHEM.COMPOUND:760,metabolite,green
PUBCHEM.COMPOUND:774,metabolite,green
PUBCHEM.COMPOUND:780,metabolite,green
PUBCHEM.COMPOUND:784,metabolite,green
PUBCHEM.COMPOUND:785,metabolite,green
PUBCHEM.COMPOUND:79025,metabolite,green
PUBCHEM.COMPOUND:798,metabolite,green
PUBCHEM.COMPOUND:7991,metabolite,green
PUBCHEM.COMPOUND:802,metabolite,green
PUBCHEM.COMPOUND:80642,metabolite,green
PUBCHEM.COMPOUND:8314,metabolite,green
PUBCHEM.COMPOUND:8369,metabolite,green
PUBCHEM.COMPOUND:83697,metabolite,green
PUBCHEM.COMPOUND:84265,metabolite,green
PUBCHEM.COMPOUND:84290,metabolite,green
PUBCHEM.COMPOUND:84571,metabolite,green
PUBCHEM.COMPOUND:8468,metabolite,green
PUBCHEM.COMPOUND:849,metabolite,green
PUBCHEM.COMPOUND:86,metabolite,green
PUBCHEM.COMPOUND:8617,metabolite,green
PUBCHEM.COMPOUND:8629,metabolite,green
PUBCHEM.COMPOUND:867,metabolite,green
PUBCHEM.COMPOUND:873,metabolite,green
PUBCHEM.COMPOUND:8742,metabolite,green
PUBCHEM.COMPOUND:878,metabolite,green
PUBCHEM.COMPOUND:880,metabolite,green
PUBCHEM.COMPOUND:88412,metabolite,green
PUBCHEM.COMPOUND:887,metabolite,green
PUBCHEM.COMPOUND:89472,metabolite,green
PUBCHEM.COMPOUND:8955,metabolite,green
PUBCHEM.COMPOUND:896,metabolite,green
PUBCHEM.COMPOUND:8988,metabolite,green
PUBCHEM.COMPOUND:903,metabolite,green
PUBCHEM.COMPOUND:9085,metabolite,green
PUBCHEM.COMPOUND:91,metabolite,green
PUBCHEM.COMPOUND:91469,metabolite,green
PUBCHEM.COMPOUND:91486,metabolite,green
PUBCHEM.COMPOUND:91493,metabolite,green
PUBCHEM.COMPOUND:91528,metabolite,green
PUBCHEM.COMPOUND:91552,metabolite,green
PUBCHEM.COMPOUND:92135,metabolite,green
PUBCHEM.COMPOUND:92258,metabolite,green
PUBCHEM.COMPOUND:92779,metabolite,green
PUBCHEM.COMPOUND:92824,metabolite,green
PUBCHEM.COMPOUND:92829,metabolite,green
PUBCHEM.COMPOUND:92907,metabolite,green
PUBCHEM.COMPOUND:93078,metabolite,green
PUBCHEM.COMPOUND:9322,metabolite,green
PUBCHEM.COMPOUND:936,metabolite,green
PUBCHEM.COMPOUND:9378,metabolite,green
PUBCHEM.COMPOUND:938,metabolite,green
PUBCHEM.COMPOUND:94154,metabolite,green
PUBCHEM.COMPOUND:943,metabolite,green
PUBCHEM.COMPOUND:947,metabolite,green
PUBCHEM.COMPOUND:96,metabolite,green
PUBCHEM.COMPOUND:964,metabolite,green
PUBCHEM.COMPOUND:967,metabolite,green
PUBCHEM.COMPOUND:96801,metabolite,green
PUBCHEM.COMPOUND:970,metabolite,green
PUBCHEM.COMPOUND:9700,metabolite,green
PUBCHEM.COMPOUND:971,metabolite,green
PUBCHEM.COMPOUND:9750,metabolite,green
PUBCHEM.COMPOUND:978,metabolite,green
PUBCHEM.COMPOUND:979,metabolite,green
PUBCHEM.COMPOUND:98,metabolite,green
PUBCHEM.COMPOUND:985,metabolite,green
PUBCHEM.COMPOUND:9856500,metabolite,green
PUBCHEM.COMPOUND:9903,metabolite,green
PUBCHEM.COMPOUND:99288,metabolite,green
PUBCHEM.COMPOUND:99289,metabolite,green
PUBCHEM.COMPOUND:9958,metabolite,green
PUBCHEM.COMPOUND:996,metabolite,green
PUBCHEM.COMPOUND:997,metabolite,green
PUBCHEM.COMPOUND:998,metabolite,green
PUBCHEM.COMPOUND:999,metabolite,green
