NCBITaxon:658082	PUBCHEM.COMPOUND:92779	1
NCBITaxon:1496	PUBCHEM.COMPOUND:12587	1
NCBITaxon:469613	PUBCHEM.COMPOUND:880	1
NCBITaxon:1624	PUBCHEM.COMPOUND:997	1
NCBITaxon:562	PUBCHEM.COMPOUND:92824	1
NCBITaxon:665951	PUBCHEM.COMPOUND:1198	1
NCBITaxon:556259	PUBCHEM.COMPOUND:125	1
NCBITaxon:457412	PUBCHEM.COMPOUND:161234	1
NCBITaxon:552396	PUBCHEM.COMPOUND:6322	1
NCBITaxon:1226325	PUBCHEM.COMPOUND:11163	1
NCBITaxon:469585	PUBCHEM.COMPOUND:1102	1
NCBITaxon:552396	PUBCHEM.COMPOUND:160603	1
NCBITaxon:457390	PUBCHEM.COMPOUND:964	1
NCBITaxon:457412	PUBCHEM.COMPOUND:221493	1
NCBITaxon:471189	PUBCHEM.COMPOUND:11005	1
NCBITaxon:1296	PUBCHEM.COMPOUND:10917	1
NCBITaxon:665943	PUBCHEM.COMPOUND:27284	1
NCBITaxon:1351	PUBCHEM.COMPOUND:6322	1
NCBITaxon:457421	PUBCHEM.COMPOUND:9750	1
NCBITaxon:1351	PUBCHEM.COMPOUND:160603	1
NCBITaxon:457421	PUBCHEM.COMPOUND:5950	1
NCBITaxon:1624	PUBCHEM.COMPOUND:125	1
NCBITaxon:100884	PUBCHEM.COMPOUND:16950	1
NCBITaxon:665943	PUBCHEM.COMPOUND:668	1
NCBITaxon:457396	PUBCHEM.COMPOUND:10690	1
NCBITaxon:469588	PUBCHEM.COMPOUND:284	1
NCBITaxon:329	PUBCHEM.COMPOUND:439224	1
NCBITaxon:665951	PUBCHEM.COMPOUND:26623	1
NCBITaxon:552396	PUBCHEM.COMPOUND:936	1
NCBITaxon:469610	PUBCHEM.COMPOUND:6131	1
NCBITaxon:469589	PUBCHEM.COMPOUND:6267	1
NCBITaxon:818	PUBCHEM.COMPOUND:199	1
NCBITaxon:502558	PUBCHEM.COMPOUND:3893	1
NCBITaxon:457392	PUBCHEM.COMPOUND:1005	1
NCBITaxon:105841	PUBCHEM.COMPOUND:760	1
NCBITaxon:562	PUBCHEM.COMPOUND:5862	1
NCBITaxon:471189	PUBCHEM.COMPOUND:222656	1
NCBITaxon:450749	PUBCHEM.COMPOUND:16950	1
NCBITaxon:47678	PUBCHEM.COMPOUND:6723	1
NCBITaxon:658659	PUBCHEM.COMPOUND:5951	1
NCBITaxon:562	PUBCHEM.COMPOUND:177	1
NCBITaxon:658089	PUBCHEM.COMPOUND:3893	1
NCBITaxon:457395	PUBCHEM.COMPOUND:1176	1
NCBITaxon:471189	PUBCHEM.COMPOUND:5789	1
NCBITaxon:244366	PUBCHEM.COMPOUND:1117	1
NCBITaxon:329	PUBCHEM.COMPOUND:997	1
NCBITaxon:658659	PUBCHEM.COMPOUND:5281	1
NCBITaxon:563193	PUBCHEM.COMPOUND:3893	1
NCBITaxon:469590	PUBCHEM.COMPOUND:1131	1
NCBITaxon:1296	PUBCHEM.COMPOUND:27854	1
NCBITaxon:469610	PUBCHEM.COMPOUND:936	1
NCBITaxon:100884	PUBCHEM.COMPOUND:6175	1
NCBITaxon:469590	PUBCHEM.COMPOUND:496	1
NCBITaxon:35841	PUBCHEM.COMPOUND:964	1
NCBITaxon:1322	PUBCHEM.COMPOUND:1032	1
NCBITaxon:502558	PUBCHEM.COMPOUND:760	1
