1716	345
1717	345
1718	345
1719	345
1720	345
1721	345
1722	345
198	346
1723	345
1724	345
215	1
1725	345
1726	135
1727	345
1728	345
1729	345
1730	345
1731	347
1732	345
1733	345
1734	345
1735	345
1736	345
1737	336
162	348
1738	345
224	349
86	302
1739	345
1740	345
1741	345
1742	345
1743	345
1744	345
812	48
1745	345
1746	345
1747	345
1748	345
1749	350
1750	345
1751	345
1752	345
1753	345
1754	345
1755	345
1756	345
1757	345
1758	345
1759	345
1760	345
1761	345
1762	345
1763	40
1764	345
34	351
1765	32
1766	345
1767	345
1768	350
1769	345
1770	345
1771	345
850	352
1144	1
720	353
12	354
1772	355
1773	345
1774	345
1775	345
1776	345
1777	356
1778	345
1779	345
1780	345
1781	345
1782	345
1783	345
1784	345
1785	1
1786	345
1787	345
734	357
1788	345
1789	345
1790	345
1791	345
1792	345
1793	345
79	358
1579	347
1794	1
1795	345
1796	359
1797	345
1798	345
1171	351
86	360
1799	345
1800	345
1801	345
1802	356
1803	345
1804	361
1805	345
1806	345
1807	345
1808	345
1809	345
1810	345
318	91
1811	345
1812	345
1813	345
1814	345
1815	362
1816	345
1817	345
224	138
1818	345
927	363
1819	345
1820	345
1821	345
1822	345
1823	345
1824	345
1825	345
1826	345
1827	364
1828	356
1829	345
1830	345
1831	345
1832	345
1833	345
470	355
1834	345
1835	345
1836	364
1837	345
1838	345
1839	345
1840	345
1841	345
1842	345
1843	345
1844	356
1845	345
1846	345
1847	364
1848	345
1849	345
205	365
1850	345
1851	345
1852	345
1853	345
704	366
1854	345
1855	1
1856	345
1857	345
1858	345
1859	345
1860	345
1861	345
1862	345
1863	364
12	367
1864	345
900	350
1865	345
1866	345
1867	32
1868	345
1869	345
1870	345
1871	345
1872	345
1873	345
1874	345
1875	345
1070	355
1876	345
1877	345
1878	345
1879	345
1880	345
1881	345
1882	345
1883	345
1884	345
1885	345
61	1
1886	345
1887	345
1888	1
1889	345
1890	345
1891	345
1892	345
1893	345
1894	345
1895	368
1896	46
1897	345
1898	345
1899	91
1900	345
1901	345
1902	345
1903	345
1904	345
1905	345
1672	1
1906	364
975	350
822	351
1907	345
755	350
395	1
1211	1
1908	345
371	369
1909	345
1910	345
1911	345
1912	345
1913	345
1914	370
1915	345
1916	345
1917	345
1918	345
1919	345
1920	371
1921	345
1922	345
1923	345
1924	345
1925	345
1926	345
1927	345
1928	350
1929	372
1930	345
1931	345
1932	345
1933	345
1934	345
1935	347
1936	345
1937	345
1938	345
1939	345
676	22
1940	345
1941	345
1942	345
1943	345
1944	345
1945	345
1946	1
1947	345
1948	345
