PUBCHEM.COMPOUND:440041	0
PUBCHEM.COMPOUND:27854	1
PUBCHEM.COMPOUND:11966124	2
PUBCHEM.COMPOUND:529	3
PUBCHEM.COMPOUND:119450	4
PUBCHEM.COMPOUND:22253	5
PUBCHEM.COMPOUND:24461	6
PUBCHEM.COMPOUND:5459986	7
PUBCHEM.COMPOUND:5283546	8
PUBCHEM.SUBSTANCE:8046	9
PUBCHEM.COMPOUND:5461143	10
PUBCHEM.COMPOUND:65070	11
PUBCHEM.COMPOUND:1066	12
PUBCHEM.COMPOUND:23662354	13
PUBCHEM.COMPOUND:439774	14
PUBCHEM.COMPOUND:1052	15
PUBCHEM.COMPOUND:215	16
PUBCHEM.COMPOUND:192878	17
PUBCHEM.COMPOUND:216	18
PUBCHEM.COMPOUND:70914	19
PUBCHEM.COMPOUND:5281	20
PUBCHEM.COMPOUND:250388	21
PUBCHEM.COMPOUND:777	22
CHEBI:10724	23
PUBCHEM.COMPOUND:34755	24
PUBCHEM.COMPOUND:135398611	25
PUBCHEM.COMPOUND:439314	26
PUBCHEM.COMPOUND:41635	27
PUBCHEM.COMPOUND:96215	28
PUBCHEM.COMPOUND:439905	29
PUBCHEM.COMPOUND:102468	30
PUBCHEM.COMPOUND:135398618	31
PUBCHEM.COMPOUND:135398651	32
PUBCHEM.COMPOUND:115254	33
PUBCHEM.COMPOUND:5951	34
PUBCHEM.COMPOUND:49859575	35
PUBCHEM.COMPOUND:135398568	36
PUBCHEM.COMPOUND:6106	37
PUBCHEM.COMPOUND:71296221	38
PUBCHEM.COMPOUND:164735	39
PUBCHEM.COMPOUND:5462222	40
PUBCHEM.COMPOUND:134820124	41
PUBCHEM.COMPOUND:5280651	42
PUBCHEM.COMPOUND:21706	43
PUBCHEM.COMPOUND:996	44
PUBCHEM.COMPOUND:135	45
PUBCHEM.COMPOUND:27284	46
PUBCHEM.COMPOUND:64968	47
PUBCHEM.COMPOUND:5289590	48
CHEBI:28058	49
PUBCHEM.COMPOUND:757	50
PUBCHEM.COMPOUND:118987296	51
PUBCHEM.COMPOUND:439503	52
CHEBI:80387	53
PUBCHEM.COMPOUND:99289	54
PUBCHEM.COMPOUND:6132	55
PUBCHEM.COMPOUND:977	56
PUBCHEM.COMPOUND:62698	57
PUBCHEM.COMPOUND:99290	58
PUBCHEM.COMPOUND:50909858	59
PUBCHEM.COMPOUND:135398662	60
PUBCHEM.COMPOUND:9750	61
PUBCHEM.COMPOUND:121947	62
PUBCHEM.COMPOUND:1117	63
PUBCHEM.COMPOUND:962	64
PUBCHEM.COMPOUND:439233	65
PUBCHEM.COMPOUND:45479636	66
CHEBI:10727	67
PUBCHEM.COMPOUND:439399	68
PUBCHEM.COMPOUND:99288	69
PUBCHEM.COMPOUND:158980	70
PUBCHEM.COMPOUND:439324	71
PUBCHEM.COMPOUND:439287	72
PUBCHEM.COMPOUND:7020885	73
PUBCHEM.COMPOUND:712	74
PUBCHEM.COMPOUND:5885	75
PUBCHEM.COMPOUND:643976	76
PUBCHEM.COMPOUND:146036991	77
PUBCHEM.COMPOUND:6131	78
PUBCHEM.COMPOUND:6274	79
PUBCHEM.COMPOUND:2723872	80
PUBCHEM.COMPOUND:473	81
PUBCHEM.COMPOUND:9543153	82
PUBCHEM.COMPOUND:64947	83
CHEBI:10735	84
