230	429	1
47	79	1
191	412	1
76	459	1
214	430	1
238	69	1
212	78	1
179	109	1
210	318	1
14	49	1
183	45	1
210	105	1
173	442	1
179	139	1
193	44	1
22	42	1
237	158	1
28	318	1
181	448	1
28	105	1
181	281	1
76	78	1
0	114	1
237	345	1
178	36	1
184	164	1
132	204	1
238	155	1
210	435	1
190	303	1
185	312	1
248	134	1
200	193	1
175	4	1
3	387	1
214	276	1
193	143	1
171	114	1
194	347	1
234	282	1
214	120	1
232	193	1
177	64	1
193	271	1
107	50	1
132	459	1
234	257	1
215	193	1
186	52	1
22	162	1
190	435	1
0	307	1
186	242	1
142	442	1
25	17	1
200	387	1
61	179	1
177	44	1
3	201	1
171	307	1
232	387	1
132	78	1
177	445	1
212	87	1
35	451	1
167	55	1
215	387	1
223	135	1
233	449	1
188	376	1
188	289	1
179	286	1
231	97	1
94	11	1
264	4	1
47	337	1
186	45	1
183	315	1
71	338	1
264	51	1
177	143	1
76	87	1
9	171	1
61	28	1
76	92	1
223	362	1
211	221	1
211	378	1
28	204	1
10	364	1
184	368	1
176	344	1
172	289	1
184	322	1
165	109	1
0	232	1
210	459	1
185	88	1
234	407	1
189	50	1
173	386	1
174	376	1
174	289	1
165	139	1
28	459	1
185	313	1
3	384	1
178	54	1
183	240	1
171	232	1
212	241	1
177	158	1
25	83	1
184	423	1
210	78	1
2	198	1
177	345	1
248	240	1
165	343	1
3	270	1
2	287	1
171	96	1
189	450	1
132	87	1
28	78	1
132	92	1
16	95	1
167	261	1
211	208	1
178	4	1
76	241	1
231	382	1
10	393	1
212	172	1
35	328	1
181	69	1
9	34	1
180	261	1
3	182	1
213	313	1
10	162	1
212	103	1
94	448	1
186	315	1
185	61	1
188	135	1
14	332	1
247	320	1
94	281	1
232	270	1
238	435	1
173	179	1
178	437	1
191	97	1
76	172	1
215	270	1
0	199	1
183	39	1
189	424	1
178	365	1
22	121	1
181	155	1
167	272	1
200	364	1
3	42	1
76	103	1
165	286	1
213	267	1
257	37	1
188	362	1
232	364	1
107	156	1
171	199	1
180	272	1
172	135	1
25	90	1
215	364	1
2	431	1
3	98	1
94	180	1
174	135	1
186	240	1
173	28	1
200	42	1
210	92	1
3	393	1
223	213	1
142	179	1
14	94	1
28	87	1
0	221	1
172	362	1
3	162	1
223	66	1
28	92	1
183	297	1
223	332	1
35	412	1
174	362	1
264	276	1
248	297	1
212	77	1
132	103	1
22	390	1
231	236	1
214	284	1
200	162	1
212	197	1
180	301	1
232	393	1
142	210	1
142	28	1
215	393	1
232	162	1
0	211	1
13	41	1
186	39	1
215	162	1
0	85	1
190	169	1
233	314	1
189	156	1
210	241	1
0	208	1
179	201	1
76	197	1
16	325	1
107	207	1
28	241	1
22	90	1
9	351	1
16	230	1
16	145	1
171	85	1
184	50	1
238	78	1
187	29	1
190	241	1
94	166	1
210	172	1
190	119	1
248	64	1
7	314	1
210	103	1
186	297	1
247	45	1
184	450	1
211	400	1
188	213	1
230	382	1
28	103	1
142	447	1
214	304	1
181	318	1
181	105	1
190	172	1
188	66	1
188	332	1
107	159	1
247	134	1
179	384	1
248	445	1
94	310	1
185	271	1
181	435	1
231	65	1
189	144	1
107	12	1
172	66	1
223	114	1
172	332	1
174	213	1
10	390	1
172	388	1
174	66	1
174	332	1
185	317	1
173	194	1
214	33	2
191	206	1
233	358	1
212	67	1
9	424	1
212	154	1
167	373	1
173	22	1
165	244	1
173	177	1
165	201	1
181	84	1
186	442	1
0	151	1
13	129	1
167	283	1
6	136	1
180	373	1
14	93	1
210	197	1
247	275	1
61	183	1
173	115	1
211	229	1
247	315	1
9	109	1
191	383	1
166	448	1
248	345	1
213	317	1
9	139	1
190	77	1
167	446	1
185	306	1
183	386	1
25	439	1
187	305	1
211	97	1
175	34	1
178	164	1
189	193	1
190	197	1
47	382	1
166	29	1
6	311	1
142	177	1
238	241	1
2	95	1
179	393	1
181	459	1
131	97	1
187	192	1
142	115	1
132	207	1
0	400	1
184	156	1
189	387	1
165	384	1
200	390	1
187	155	1
223	232	1
25	261	1
3	328	1
188	114	1
232	390	1
176	281	1
181	78	1
47	159	1
215	390	1
264	34	1
9	372	1
183	179	1
61	281	1
9	286	1
94	318	1
171	257	1
237	56	1
234	452	1
180	326	1
94	105	1
172	114	1
264	142	1
180	426	1
25	272	1
174	114	1
22	439	1
215	328	1
13	9	1
186	386	1
167	215	1
132	159	1
211	294	1
232	90	1
7	134	1
230	173	1
178	368	1
215	90	1
94	24	1
35	301	1
183	210	1
180	215	1
183	28	1
231	358	1
211	152	1
173	183	1
172	307	1
237	281	1
190	137	1
174	283	1
35	152	1
173	36	1
184	207	1
132	12	1
0	229	1
184	144	1
3	412	1
178	391	1
12	262	1
22	261	1
238	77	1
176	437	1
214	343	1
188	153	1
181	92	1
247	297	1
231	5	1
175	351	1
185	342	1
0	97	1
142	222	1
171	229	1
107	233	1
107	285	1
177	11	1
238	197	1
171	407	1
248	344	1
2	325	1
189	270	1
61	437	1
142	183	1
186	179	1
142	36	1
212	173	1
94	204	1
22	272	1
174	153	1
193	448	1
189	364	1
211	236	1
172	232	1
166	155	1
191	443	1
187	303	1
0	200	1
191	461	1
223	336	1
14	216	1
184	193	1
210	12	1
94	459	1
264	351	1
181	241	1
248	262	1
186	28	1
193	29	1
171	200	1
211	206	1
47	173	1
187	435	1
223	85	1
212	292	1
191	358	1
2	52	1
6	301	1
94	78	1
184	387	1
0	294	1
181	172	1
234	45	1
16	316	1
177	448	1
181	103	1
175	424	1
189	393	1
191	174	1
177	281	1
191	62	1
230	284	1
212	233	1
171	294	1
189	162	1
35	383	1
172	199	1
191	346	1
10	261	1
107	17	1
215	311	1
175	109	1
0	27	1
214	129	1
223	107	1
20	8	1
178	351	1
76	285	1
175	139	1
161	46	1
179	328	1
183	194	1
190	120	1
142	54	1
173	324	1
94	337	1
167	444	1
171	27	1
9	201	1
173	437	1
187	79	1
47	285	1
183	22	1
173	365	1
183	177	1
25	373	1
188	336	1
175	343	1
180	444	1
214	338	1
10	272	1
25	283	1
183	115	1
200	439	1
188	85	1
264	109	1
132	233	1
234	315	1
178	450	1
132	285	1
25	446	1
172	336	1
264	139	1
165	221	1
181	197	1
230	304	1
231	313	1
191	312	1
214	91	1
142	437	1
185	163	1
238	159	1
174	336	1
142	365	1
193	69	1
107	83	1
179	412	1
166	435	1
190	173	1
172	85	1
2	315	1
175	286	1
9	384	1
200	261	1
35	326	1
264	343	1
10	301	1
14	219	1
177	455	1
174	85	1
35	426	1
186	194	1
12	11	1
9	270	1
184	364	1
210	292	1
215	261	1
234	240	1
193	155	1
165	211	1
188	107	1
186	22	1
22	373	1
161	311	1
186	177	1
176	318	1
176	105	1
188	8	1
76	17	1
190	292	1
200	272	1
94	392	1
186	115	1
214	244	1
210	233	1
215	73	1
210	285	1
177	69	1
16	386	1
94	157	1
213	408	1
61	318	1
211	140	1
232	272	1
247	179	1
16	299	1
61	105	1
25	18	1
172	107	1
264	286	1
35	329	1
28	233	1
94	103	1
28	285	1
47	379	1
212	414	1
223	282	1
174	107	1
25	215	1
107	90	1
3	301	1
13	199	1
167	30	1
191	88	1
234	39	1
174	8	1
184	393	1
177	155	1
0	65	1
142	239	1
3	152	1
188	89	1
184	162	1
191	313	1
35	443	1
132	17	1
237	318	1
35	461	1
237	105	1
187	169	1
212	83	1
200	301	1
2	39	1
2	146	1
16	371	1
189	390	1
232	301	1
16	410	1
12	281	1
178	156	1
215	301	1
165	412	1
211	358	1
176	350	1
174	89	1
76	83	1
166	78	1
234	297	1
22	326	1
176	204	1
0	402	1
187	241	1
187	119	1
191	61	1
176	322	1
14	250	1
238	173	1
189	328	1
0	314	1
223	407	1
107	434	1
61	204	1
35	174	1
211	62	1
176	459	1
189	90	1
35	62	1
22	215	1
61	368	1
10	373	1
0	110	1
232	6	1
167	198	1
61	322	1
187	172	1
193	303	1
16	31	1
167	287	1
215	6	1
181	159	1
171	314	1
35	346	1
210	17	1
211	203	1
188	282	1
186	183	1
61	459	1
107	289	1
186	36	1
13	268	1
171	110	1
131	62	1
180	287	1
176	78	1
185	29	1
132	83	1
188	257	1
248	281	1
61	391	1
238	292	1
237	350	1
2	316	1
193	435	1
0	140	1
237	204	1
181	12	1
173	164	1
171	452	1
237	322	1
172	282	1
230	41	1
22	10	1
171	140	1
174	30	1
175	201	1
172	257	1
174	282	1
237	459	1
231	271	1
238	233	1
210	414	1
165	400	1
3	383	1
214	307	1
174	257	1
213	170	1
213	29	1
142	318	1
177	105	1
167	431	1
190	304	1
35	312	1
142	164	1
237	78	1
188	68	1
180	431	1
177	435	1
183	324	1
187	77	1
200	373	1
210	83	1
10	326	1
188	407	1
183	437	1
0	358	1
9	451	1
176	87	1
107	55	1
183	365	1
187	197	1
28	83	1
176	92	1
215	373	1
264	201	1
202	8	1
166	241	1
178	193	1
212	376	1
212	289	1
175	384	1
94	207	1
190	33	1
10	215	1
173	368	1
185	263	1
61	92	1
172	407	1
188	369	1
214	232	1
173	322	1
12	310	1
185	23	1
174	407	1
184	390	1
16	385	1
76	289	1
166	172	1
107	439	1
178	387	1
185	305	1
234	345	1
179	152	1
166	103	1
47	376	1
213	455	1
25	89	1
177	350	1
47	289	1
191	271	1
3	326	1
165	97	1
16	194	1
177	79	1
142	204	1
237	92	1
3	426	1
176	50	1
142	368	1
35	88	1
185	192	1
264	384	1
142	322	1
94	159	1
186	324	1
184	90	1
172	200	1
211	313	1
107	261	1
22	444	1
177	459	1
186	437	1
191	317	1
200	326	1
213	305	1
193	223	1
186	365	1
2	386	1
61	50	1
35	395	1
9	328	1
142	391	1
232	326	1
214	199	1
181	292	1
215	326	1
232	426	1
248	239	1
131	313	1
171	134	1
177	78	1
215	426	1
211	217	1
200	215	1
212	135	1
3	329	1
172	294	1
61	450	1
16	293	1
107	272	1
107	339	1
232	215	1
161	396	1
166	77	1
234	179	1
237	50	1
187	67	1
191	306	1
181	233	1
181	285	1
35	61	1
16	300	1
166	197	1
212	362	1
179	206	1
214	221	1
3	443	1
218	422	1
172	27	1
238	83	1
189	261	1
165	152	1
193	169	1
76	362	1
234	28	1
107	213	1
172	449	1
28	376	1
28	289	1
179	383	1
12	318	1
47	362	1
178	364	1
215	10	1
214	211	1
182	422	1
259	282	1
189	73	1
177	87	1
230	9	1
2	28	1
193	241	1
177	92	1
193	119	1
214	208	1
184	136	1
234	344	1
171	63	1
3	174	1
167	95	1
10	444	1
3	62	1
173	50	1
132	362	1
132	439	1
3	346	1
25	198	1
180	95	1
185	303	1
193	172	1
107	374	1
25	287	1
171	240	1
35	298	1
191	32	1
223	402	1
191	460	1
234	447	1
184	311	1
247	281	1
0	217	1
173	450	1
248	318	1
223	314	1
178	162	1
183	164	1
181	17	1
248	105	1
211	64	1
177	241	1
189	301	1
16	341	1
61	156	1
223	110	1
165	206	1
142	50	1
187	120	1
28	55	1
171	217	1
210	135	1
231	128	1
212	213	1
247	54	1
47	186	1
166	154	1
211	44	1
212	66	1
223	452	1
212	332	1
177	172	1
173	424	1
179	426	1
210	362	1
3	312	1
142	450	1
190	135	1
25	431	1
177	103	1
76	213	1
165	383	1
181	414	1
142	106	1
200	444	1
76	66	1
189	6	1
132	272	1
132	339	1
28	362	1
94	233	1
76	332	1
94	285	1
175	378	1
6	287	1
211	143	1
22	198	1
211	271	1
232	444	1
193	77	1
22	287	1
35	271	1
245	98	1
248	84	1
215	444	1
176	207	1
214	151	1
166	159	1
7	11	1
193	197	1
107	373	1
190	129	1
238	289	1
181	83	1
179	329	1
187	173	1
132	288	1
14	277	1
