HMDB0079207	MONDO:0010543
PUBCHEM.COMPOUND:131789682	MONDO:0010543
HMDB0079552	MONDO:0010543
PUBCHEM.COMPOUND:5283028	MONDO:0005575
PUBCHEM.COMPOUND:131786511	MONDO:0010543
HMDB0075728	MONDO:0010543
PUBCHEM.COMPOUND:131786525	MONDO:0010543
HMDB0074920	MONDO:0010543
PUBCHEM.COMPOUND:311	MONDO:0005090
PUBCHEM.COMPOUND:131789222	MONDO:0010543
PUBCHEM.COMPOUND:131793546	MONDO:0010543
PUBCHEM.COMPOUND:9900065	MONDO:0005575
PUBCHEM.COMPOUND:131790106	MONDO:0010543
HMDB0092331	MONDO:0010543
PUBCHEM.COMPOUND:131789625	MONDO:0010543
PUBCHEM.COMPOUND:131785471	MONDO:0010543
HMDB0075186	MONDO:0010543
PUBCHEM.COMPOUND:131793672	MONDO:0010543
HMDB0075133	MONDO:0010543
PUBCHEM.COMPOUND:131793541	MONDO:0010543
PUBCHEM.COMPOUND:131796273	MONDO:0010543
PUBCHEM.COMPOUND:18218188	MONDO:0005575
PUBCHEM.COMPOUND:131796818	MONDO:0010543
HMDB0090839	MONDO:0010543
HMDB0083083	MONDO:0010543
CHEBI:89912	MONDO:0007369
PUBCHEM.COMPOUND:131781539	MONDO:0010543
PUBCHEM.COMPOUND:131780342	MONDO:0010543
PUBCHEM.COMPOUND:131789638	MONDO:0010543
PUBCHEM.COMPOUND:131792888	MONDO:0010543
PUBCHEM.COMPOUND:131789998	MONDO:0010543
HMDB0091165	MONDO:0010543
HMDB0091684	MONDO:0010543
HMDB0076718	MONDO:0010543
HMDB0082804	MONDO:0010543
PUBCHEM.COMPOUND:273	MONDO:0015278
PUBCHEM.COMPOUND:131794885	MONDO:0010543
HMDB0073988	MONDO:0010543
PUBCHEM.COMPOUND:352038	MONDO:0019182
PUBCHEM.COMPOUND:131794174	MONDO:0010543
HMDB0091687	MONDO:0010543
PUBCHEM.COMPOUND:131790286	MONDO:0010543
HMDB0082081	MONDO:0010543
HMDB0091130	MONDO:0010543
PUBCHEM.COMPOUND:8141	MONDO:0004790
PUBCHEM.COMPOUND:107	MONDO:0005052
PUBCHEM.COMPOUND:131780916	MONDO:0010543
PUBCHEM.COMPOUND:131797799	MONDO:0010543
HMDB0091012	MONDO:0010543
HMDB0088904	MONDO:0010543
PUBCHEM.COMPOUND:131794226	MONDO:0010543
PUBCHEM.COMPOUND:131788584	MONDO:0010543
PUBCHEM.COMPOUND:131786797	MONDO:0010543
HMDB0084601	MONDO:0010543
PUBCHEM.COMPOUND:10703	MONDO:0005101
HMDB0076533	MONDO:0010543
HMDB0075825	MONDO:0010543
PUBCHEM.COMPOUND:131794577	MONDO:0010543
HMDB0075097	MONDO:0010543
HMDB0078921	MONDO:0010543
PUBCHEM.COMPOUND:131792025	MONDO:0010543
HMDB0078742	MONDO:0010543
PUBCHEM.COMPOUND:222	MONDO:0011310
HMDB0090657	MONDO:0010543
HMDB0074214	MONDO:0010543
HMDB0077370	MONDO:0010543
PUBCHEM.COMPOUND:131784333	MONDO:0010543
PUBCHEM.COMPOUND:131782290	MONDO:0010543
PUBCHEM.COMPOUND:131796369	MONDO:0010543
HMDB0008224	MONDO:0019182
PUBCHEM.COMPOUND:131785502	MONDO:0010543
HMDB0084422	MONDO:0010543
PUBCHEM.COMPOUND:131781198	MONDO:0010543
PUBCHEM.COMPOUND:71077	MONDO:0005090
PUBCHEM.COMPOUND:52925132	MONDO:0008170
HMDB0077420	MONDO:0010543
HMDB0091181	MONDO:0010543
HMDB0091591	MONDO:0010543
PUBCHEM.COMPOUND:53479099	MONDO:0013995
PUBCHEM.COMPOUND:131787863	MONDO:0010543
PUBCHEM.COMPOUND:11005824	MONDO:0005090
PUBCHEM.COMPOUND:5962	MONDO:0009345
HMDB0077214	MONDO:0010543
PUBCHEM.COMPOUND:6251	MONDO:0007088
HMDB0090333	MONDO:0010543
HMDB0075329	MONDO:0010543
PUBCHEM.COMPOUND:131789354	MONDO:0010543
PUBCHEM.COMPOUND:131791790	MONDO:0010543
HMDB0091199	MONDO:0010543
HMDB0090803	MONDO:0010543
PUBCHEM.COMPOUND:1738	MONDO:0002017
HMDB0088962	MONDO:0010543
PUBCHEM.COMPOUND:65154	MONDO:0007088
HMDB0075768	MONDO:0010543
HMDB0088448	MONDO:0010543
HMDB0077881	MONDO:0010543
HMDB0090036	MONDO:0010543
PUBCHEM.COMPOUND:131788041	MONDO:0010543
PUBCHEM.COMPOUND:52923181	MONDO:0019182
HMDB0078483	MONDO:0010543
HMDB0088650	MONDO:0010543
PUBCHEM.COMPOUND:131793328	MONDO:0010543
HMDB0075723	MONDO:0010543
HMDB0090048	MONDO:0010543
PUBCHEM.COMPOUND:5951	MONDO:0005052
HMDB0077891	MONDO:0010543
HMDB0082655	MONDO:0010543
PUBCHEM.COMPOUND:131786780	MONDO:0010543
HMDB0074848	MONDO:0010543
HMDB0092158	MONDO:0010543
PUBCHEM.COMPOUND:131784958	MONDO:0010543
HMDB0091400	MONDO:0010543
PUBCHEM.COMPOUND:131785293	MONDO:0010543
HMDB0092852	MONDO:0010543
PUBCHEM.COMPOUND:131789575	MONDO:0010543
