PUBCHEM.COMPOUND:753	NCBIGene:91734
PUBCHEM.COMPOUND:177	NCBIGene:9407
PUBCHEM.COMPOUND:6022	NCBIGene:790
PUBCHEM.COMPOUND:1117	NCBIGene:53938
PUBCHEM.COMPOUND:311	NCBIGene:5226
PUBCHEM.COMPOUND:51	NCBIGene:1912
PUBCHEM.COMPOUND:5892	NCBIGene:1629
PUBCHEM.COMPOUND:175	NCBIGene:3560
PUBCHEM.COMPOUND:107	NCBIGene:5742
PUBCHEM.COMPOUND:175	NCBIGene:953
PUBCHEM.COMPOUND:177	NCBIGene:11330
PUBCHEM.COMPOUND:177	NCBIGene:7295
PUBCHEM.COMPOUND:445639	NCBIGene:79152
PUBCHEM.COMPOUND:673	NCBIGene:9860
PUBCHEM.COMPOUND:702	NCBIGene:2255
PUBCHEM.COMPOUND:5962	NCBIGene:2776
PUBCHEM.COMPOUND:753	NCBIGene:65003
PUBCHEM.COMPOUND:6031	NCBIGene:2683
PUBCHEM.COMPOUND:13804	NCBIGene:84079
PUBCHEM.COMPOUND:1145	NCBIGene:3240
PUBCHEM.COMPOUND:1117	NCBIGene:284716
PUBCHEM.COMPOUND:145068	NCBIGene:183
PUBCHEM.COMPOUND:5289590	NCBIGene:5520
PUBCHEM.COMPOUND:5957	NCBIGene:3654
PUBCHEM.COMPOUND:1172	NCBIGene:9334
PUBCHEM.COMPOUND:750	NCBIGene:23464
PUBCHEM.COMPOUND:5202	NCBIGene:353164
PUBCHEM.COMPOUND:985	NCBIGene:2829
PUBCHEM.COMPOUND:10442	NCBIGene:6009
PUBCHEM.COMPOUND:5957	NCBIGene:6124
PUBCHEM.COMPOUND:937	NCBIGene:5999
PUBCHEM.COMPOUND:753	NCBIGene:5125
PUBCHEM.COMPOUND:753	NCBIGene:594
PUBCHEM.COMPOUND:1102	NCBIGene:2936
PUBCHEM.COMPOUND:175	NCBIGene:10590
PUBCHEM.COMPOUND:5862	NCBIGene:4626
PUBCHEM.COMPOUND:6076	NCBIGene:3754
PUBCHEM.COMPOUND:294	NCBIGene:4191
PUBCHEM.COMPOUND:439750	NCBIGene:55506
PUBCHEM.COMPOUND:222528	NCBIGene:10121
PUBCHEM.COMPOUND:6022	NCBIGene:57148
PUBCHEM.COMPOUND:977	NCBIGene:1579
PUBCHEM.COMPOUND:33032	NCBIGene:378807
PUBCHEM.COMPOUND:222	NCBIGene:3308
PUBCHEM.COMPOUND:439153	NCBIGene:5019
PUBCHEM.COMPOUND:5957	NCBIGene:5605
PUBCHEM.COMPOUND:312	NCBIGene:3743
PUBCHEM.COMPOUND:312	NCBIGene:6456
PUBCHEM.COMPOUND:1146	NCBIGene:9038
PUBCHEM.COMPOUND:25701	NCBIGene:2899
PUBCHEM.COMPOUND:311	NCBIGene:5972
PUBCHEM.COMPOUND:867	NCBIGene:55347
PUBCHEM.COMPOUND:312	NCBIGene:389434
PUBCHEM.COMPOUND:6288	NCBIGene:64167
PUBCHEM.COMPOUND:5957	NCBIGene:6627
PUBCHEM.COMPOUND:6076	NCBIGene:7042
PUBCHEM.COMPOUND:1117	NCBIGene:23165
PUBCHEM.COMPOUND:199	NCBIGene:152
PUBCHEM.COMPOUND:5957	NCBIGene:2205
PUBCHEM.COMPOUND:783	ENSEMBL:ENSG00000257767
PUBCHEM.COMPOUND:444493	NCBIGene:1063
PUBCHEM.COMPOUND:13804	NCBIGene:404734
PUBCHEM.COMPOUND:5997	NCBIGene:190
PUBCHEM.COMPOUND:753	NCBIGene:7274
PUBCHEM.COMPOUND:985	NCBIGene:8841
PUBCHEM.COMPOUND:5957	NCBIGene:1736
PUBCHEM.COMPOUND:444972	NCBIGene:2047
PUBCHEM.COMPOUND:5994	NCBIGene:5228
PUBCHEM.COMPOUND:87642	NCBIGene:1632
PUBCHEM.COMPOUND:5202	NCBIGene:4158
PUBCHEM.COMPOUND:6262	NCBIGene:351
PUBCHEM.COMPOUND:65359	NCBIGene:6647
PUBCHEM.COMPOUND:402	NCBIGene:23479
PUBCHEM.COMPOUND:68152	NCBIGene:63874
PUBCHEM.COMPOUND:1110	NCBIGene:2913
PUBCHEM.COMPOUND:681	NCBIGene:4543
PUBCHEM.COMPOUND:5957	NCBIGene:5925
PUBCHEM.COMPOUND:51	NCBIGene:4886
PUBCHEM.COMPOUND:753	NCBIGene:22843
PUBCHEM.COMPOUND:533	ENSEMBL:ENSG00000260170
PUBCHEM.COMPOUND:768	NCBIGene:57404
PUBCHEM.COMPOUND:225936	NCBIGene:4048
PUBCHEM.COMPOUND:1117	NCBIGene:2294
PUBCHEM.COMPOUND:439153	NCBIGene:221
PUBCHEM.COMPOUND:784	NCBIGene:9080
PUBCHEM.COMPOUND:702	NCBIGene:28954
PUBCHEM.COMPOUND:5957	NCBIGene:90506
PUBCHEM.COMPOUND:445713	NCBIGene:57107
PUBCHEM.COMPOUND:5960	NCBIGene:2912
PUBCHEM.COMPOUND:6022	NCBIGene:5116
PUBCHEM.COMPOUND:283	NCBIGene:26275
PUBCHEM.COMPOUND:64689	NCBIGene:3320
PUBCHEM.COMPOUND:875	NCBIGene:1579
PUBCHEM.COMPOUND:977	NCBIGene:5071
PUBCHEM.COMPOUND:5892	NCBIGene:38
PUBCHEM.COMPOUND:753	NCBIGene:3283
PUBCHEM.COMPOUND:1117	NCBIGene:2905
PUBCHEM.COMPOUND:5961	NCBIGene:79017
PUBCHEM.COMPOUND:985	NCBIGene:26253
PUBCHEM.COMPOUND:18950	NCBIGene:2990
PUBCHEM.COMPOUND:977	NCBIGene:27306
PUBCHEM.COMPOUND:187	NCBIGene:64805
PUBCHEM.COMPOUND:449118	NCBIGene:1632
PUBCHEM.COMPOUND:445639	NCBIGene:10887
PUBCHEM.COMPOUND:145742	NCBIGene:5687
PUBCHEM.COMPOUND:647	NCBIGene:23590
PUBCHEM.COMPOUND:681	NCBIGene:3354
PUBCHEM.COMPOUND:871	NCBIGene:10747
PUBCHEM.COMPOUND:444493	NCBIGene:1629
PUBCHEM.COMPOUND:175	NCBIGene:54495
PUBCHEM.COMPOUND:6262	NCBIGene:2767
PUBCHEM.COMPOUND:43	NCBIGene:3418
PUBCHEM.COMPOUND:312	NCBIGene:1582
PUBCHEM.COMPOUND:643976	NCBIGene:54995
PUBCHEM.COMPOUND:175	NCBIGene:1445
PUBCHEM.COMPOUND:312	NCBIGene:5793
PUBCHEM.COMPOUND:753	NCBIGene:55164
PUBCHEM.COMPOUND:6305	NCBIGene:29927
PUBCHEM.COMPOUND:441	NCBIGene:51083
PUBCHEM.COMPOUND:441	NCBIGene:56670
PUBCHEM.COMPOUND:5957	NCBIGene:10440
PUBCHEM.COMPOUND:783	NCBIGene:5979
PUBCHEM.COMPOUND:145742	NCBIGene:5721
PUBCHEM.COMPOUND:1117	NCBIGene:729025
PUBCHEM.COMPOUND:5950	NCBIGene:6538
PUBCHEM.COMPOUND:1117	NCBIGene:7203
PUBCHEM.COMPOUND:6131	NCBIGene:10116
PUBCHEM.COMPOUND:264	NCBIGene:2864
PUBCHEM.COMPOUND:283	NCBIGene:5357
PUBCHEM.COMPOUND:177	NCBIGene:220
PUBCHEM.COMPOUND:6134	NCBIGene:148003
PUBCHEM.COMPOUND:6022	NCBIGene:4622
PUBCHEM.COMPOUND:311	NCBIGene:10570
PUBCHEM.COMPOUND:439503	NCBIGene:1230
PUBCHEM.COMPOUND:6579	NCBIGene:2936
PUBCHEM.COMPOUND:996	ENSEMBL:ENSG00000244255
PUBCHEM.COMPOUND:5957	NCBIGene:4519
PUBCHEM.COMPOUND:753	NCBIGene:6448
PUBCHEM.COMPOUND:753	NCBIGene:81577
PUBCHEM.COMPOUND:681	NCBIGene:1269
PUBCHEM.COMPOUND:312	NCBIGene:9060
PUBCHEM.COMPOUND:10214	NCBIGene:9394
PUBCHEM.COMPOUND:33032	NCBIGene:256933
PUBCHEM.COMPOUND:1110	NCBIGene:259293
PUBCHEM.COMPOUND:175	NCBIGene:57531
PUBCHEM.COMPOUND:5202	NCBIGene:50839
PUBCHEM.COMPOUND:5280450	NCBIGene:8681
PUBCHEM.COMPOUND:5892	NCBIGene:5959
PUBCHEM.COMPOUND:5951	NCBIGene:122706
PUBCHEM.COMPOUND:6106	NCBIGene:7311
PUBCHEM.COMPOUND:5957	NCBIGene:9564
PUBCHEM.COMPOUND:784	NCBIGene:79400
PUBCHEM.COMPOUND:444485	NCBIGene:60490
PUBCHEM.COMPOUND:643975	NCBIGene:215
PUBCHEM.COMPOUND:175	NCBIGene:22934
PUBCHEM.COMPOUND:68841	NCBIGene:112937
PUBCHEM.COMPOUND:6022	NCBIGene:1856
PUBCHEM.COMPOUND:33032	NCBIGene:4363
PUBCHEM.COMPOUND:294	NCBIGene:2595
PUBCHEM.COMPOUND:867	NCBIGene:4012
PUBCHEM.COMPOUND:14180	NCBIGene:23411
PUBCHEM.COMPOUND:5280673	NCBIGene:23498
PUBCHEM.COMPOUND:12035	NCBIGene:2921
PUBCHEM.COMPOUND:312	NCBIGene:5033
PUBCHEM.COMPOUND:5202	NCBIGene:3765
PUBCHEM.COMPOUND:5957	NCBIGene:22897
PUBCHEM.COMPOUND:753	NCBIGene:10056
PUBCHEM.COMPOUND:783	NCBIGene:10886
PUBCHEM.COMPOUND:643975	NCBIGene:51647
PUBCHEM.COMPOUND:5957	NCBIGene:343
PUBCHEM.COMPOUND:177	NCBIGene:6124
PUBCHEM.COMPOUND:870	NCBIGene:9365
PUBCHEM.COMPOUND:985	NCBIGene:6755
PUBCHEM.COMPOUND:174	NCBIGene:200895
PUBCHEM.COMPOUND:5280934	NCBIGene:1024
PUBCHEM.COMPOUND:970	NCBIGene:56954
PUBCHEM.COMPOUND:283	NCBIGene:152006
PUBCHEM.COMPOUND:3032849	NCBIGene:1291
PUBCHEM.COMPOUND:439174	NCBIGene:2683
PUBCHEM.COMPOUND:174	NCBIGene:1513
PUBCHEM.COMPOUND:51	NCBIGene:51289
PUBCHEM.COMPOUND:122283	NCBIGene:35
PUBCHEM.COMPOUND:439155	NCBIGene:8085
PUBCHEM.COMPOUND:6322	NCBIGene:84561
PUBCHEM.COMPOUND:753	NCBIGene:64768
PUBCHEM.COMPOUND:221493	NCBIGene:2692
PUBCHEM.COMPOUND:1032	NCBIGene:3814
PUBCHEM.COMPOUND:985	NCBIGene:9443
PUBCHEM.COMPOUND:222	NCBIGene:64960
PUBCHEM.COMPOUND:312	NCBIGene:4436
PUBCHEM.COMPOUND:312	NCBIGene:2629
PUBCHEM.COMPOUND:175	NCBIGene:1741
PUBCHEM.COMPOUND:5950	NCBIGene:189
PUBCHEM.COMPOUND:6083	NCBIGene:84676
PUBCHEM.COMPOUND:187	NCBIGene:10803
PUBCHEM.COMPOUND:6238	NCBIGene:64816
PUBCHEM.COMPOUND:79034	NCBIGene:790
PUBCHEM.COMPOUND:246983	NCBIGene:1593
PUBCHEM.COMPOUND:12594	NCBIGene:10864
PUBCHEM.COMPOUND:445354	NCBIGene:5956
PUBCHEM.COMPOUND:638072	NCBIGene:9717
PUBCHEM.COMPOUND:753	NCBIGene:27250
PUBCHEM.COMPOUND:643975	NCBIGene:4842
PUBCHEM.COMPOUND:937	NCBIGene:2587
PUBCHEM.COMPOUND:439153	NCBIGene:51380
PUBCHEM.COMPOUND:199	NCBIGene:8876
PUBCHEM.COMPOUND:60961	NCBIGene:84539
PUBCHEM.COMPOUND:65040	NCBIGene:6996
PUBCHEM.COMPOUND:5961	NCBIGene:5705
PUBCHEM.COMPOUND:174	NCBIGene:675
PUBCHEM.COMPOUND:4971	NCBIGene:3242
PUBCHEM.COMPOUND:145068	NCBIGene:23576
PUBCHEM.COMPOUND:145068	NCBIGene:3725
PUBCHEM.COMPOUND:825	NCBIGene:8292
PUBCHEM.COMPOUND:6675	NCBIGene:28234
PUBCHEM.COMPOUND:1110	NCBIGene:6366
PUBCHEM.COMPOUND:1117	NCBIGene:7862
PUBCHEM.COMPOUND:1117	NCBIGene:5478
PUBCHEM.COMPOUND:5957	NCBIGene:2776
PUBCHEM.COMPOUND:107689	NCBIGene:59340
PUBCHEM.COMPOUND:3893	NCBIGene:54995
PUBCHEM.COMPOUND:71077	NCBIGene:327657
PUBCHEM.COMPOUND:1112	ENSEMBL:ENSG00000257767
PUBCHEM.COMPOUND:1117	NCBIGene:6606
PUBCHEM.COMPOUND:444493	NCBIGene:134526
PUBCHEM.COMPOUND:445354	NCBIGene:317749
PUBCHEM.COMPOUND:5280489	NCBIGene:1551
PUBCHEM.COMPOUND:174	NCBIGene:6908
PUBCHEM.COMPOUND:312	ENSEMBL:ENSG00000266953
PUBCHEM.COMPOUND:104775	NCBIGene:3569
PUBCHEM.COMPOUND:1117	NCBIGene:2327
PUBCHEM.COMPOUND:643975	NCBIGene:55312
PUBCHEM.COMPOUND:10685	NCBIGene:23463
PUBCHEM.COMPOUND:6022	NCBIGene:55083
PUBCHEM.COMPOUND:6029	NCBIGene:55315
PUBCHEM.COMPOUND:6322	NCBIGene:6863
PUBCHEM.COMPOUND:17473	NCBIGene:123263
PUBCHEM.COMPOUND:6022	NCBIGene:2829
PUBCHEM.COMPOUND:1738	NCBIGene:162
PUBCHEM.COMPOUND:312	NCBIGene:57486
PUBCHEM.COMPOUND:5957	NCBIGene:114548
PUBCHEM.COMPOUND:7991	NCBIGene:2150
PUBCHEM.COMPOUND:439153	NCBIGene:3948
PUBCHEM.COMPOUND:87642	ENSEMBL:ENSG00000260170
PUBCHEM.COMPOUND:439165	NCBIGene:178
PUBCHEM.COMPOUND:783	NCBIGene:123745
PUBCHEM.COMPOUND:753	NCBIGene:5476
PUBCHEM.COMPOUND:441	NCBIGene:100463498
PUBCHEM.COMPOUND:783	NCBIGene:217
PUBCHEM.COMPOUND:177	NCBIGene:1284
PUBCHEM.COMPOUND:294	NCBIGene:6329
PUBCHEM.COMPOUND:312	NCBIGene:55072
PUBCHEM.COMPOUND:264	NCBIGene:348158
PUBCHEM.COMPOUND:5950	NCBIGene:79017
PUBCHEM.COMPOUND:679	NCBIGene:5146
PUBCHEM.COMPOUND:6083	NCBIGene:6329
PUBCHEM.COMPOUND:14536300	NCBIGene:2762
PUBCHEM.COMPOUND:164628	NCBIGene:146712
PUBCHEM.COMPOUND:192	NCBIGene:3939
PUBCHEM.COMPOUND:5994	NCBIGene:9971
PUBCHEM.COMPOUND:441	NCBIGene:50865
PUBCHEM.COMPOUND:5960	NCBIGene:339983
PUBCHEM.COMPOUND:1174	NCBIGene:27301
PUBCHEM.COMPOUND:6083	NCBIGene:220
PUBCHEM.COMPOUND:5957	NCBIGene:22861
PUBCHEM.COMPOUND:612	NCBIGene:2359
PUBCHEM.COMPOUND:6132	NCBIGene:80270
PUBCHEM.COMPOUND:872	NCBIGene:11091
PUBCHEM.COMPOUND:1110	NCBIGene:174
PUBCHEM.COMPOUND:312	NCBIGene:7366
PUBCHEM.COMPOUND:5994	NCBIGene:1312
PUBCHEM.COMPOUND:13849	NCBIGene:5122
PUBCHEM.COMPOUND:753	NCBIGene:9425
PUBCHEM.COMPOUND:6267	NCBIGene:2923
PUBCHEM.COMPOUND:6287	NCBIGene:5644
PUBCHEM.COMPOUND:174	NCBIGene:5178
PUBCHEM.COMPOUND:6022	NCBIGene:8841
PUBCHEM.COMPOUND:6031	NCBIGene:27087
PUBCHEM.COMPOUND:1117	NCBIGene:10985
PUBCHEM.COMPOUND:174	NCBIGene:84871
PUBCHEM.COMPOUND:312	NCBIGene:4514
PUBCHEM.COMPOUND:712	NCBIGene:55210
PUBCHEM.COMPOUND:1045	NCBIGene:4947
PUBCHEM.COMPOUND:689043	NCBIGene:10965
PUBCHEM.COMPOUND:440162	NCBIGene:29920
PUBCHEM.COMPOUND:5988	NCBIGene:9843
PUBCHEM.COMPOUND:753	NCBIGene:56265
PUBCHEM.COMPOUND:977	NCBIGene:7428
PUBCHEM.COMPOUND:1110	NCBIGene:50837
PUBCHEM.COMPOUND:10140	NCBIGene:64600
PUBCHEM.COMPOUND:123727	NCBIGene:2263
PUBCHEM.COMPOUND:51	NCBIGene:64902
PUBCHEM.COMPOUND:6262	NCBIGene:84634
PUBCHEM.COMPOUND:73323	NCBIGene:115024
PUBCHEM.COMPOUND:5957	NCBIGene:9064
PUBCHEM.COMPOUND:753	NCBIGene:54952
PUBCHEM.COMPOUND:597	NCBIGene:4968
PUBCHEM.COMPOUND:5884	NCBIGene:9380
PUBCHEM.COMPOUND:145729	NCBIGene:54963
PUBCHEM.COMPOUND:5885	NCBIGene:6715
PUBCHEM.COMPOUND:774	NCBIGene:6506
PUBCHEM.COMPOUND:91528	NCBIGene:128
PUBCHEM.COMPOUND:5280489	NCBIGene:1549
PUBCHEM.COMPOUND:5810	NCBIGene:64856
PUBCHEM.COMPOUND:1117	NCBIGene:11128
PUBCHEM.COMPOUND:187	NCBIGene:54413
PUBCHEM.COMPOUND:5881	NCBIGene:5077
PUBCHEM.COMPOUND:60961	NCBIGene:113179
PUBCHEM.COMPOUND:7991	NCBIGene:23236
PUBCHEM.COMPOUND:6306	NCBIGene:5707
PUBCHEM.COMPOUND:971	NCBIGene:267
PUBCHEM.COMPOUND:1117	NCBIGene:122622
PUBCHEM.COMPOUND:33032	NCBIGene:5709
PUBCHEM.COMPOUND:174	NCBIGene:7511
PUBCHEM.COMPOUND:9700	NCBIGene:2356
PUBCHEM.COMPOUND:70	NCBIGene:594
PUBCHEM.COMPOUND:439709	NCBIGene:3952
PUBCHEM.COMPOUND:1167	NCBIGene:11227
PUBCHEM.COMPOUND:312	NCBIGene:9262
PUBCHEM.COMPOUND:6076	NCBIGene:2778
PUBCHEM.COMPOUND:222	NCBIGene:993
PUBCHEM.COMPOUND:1167	NCBIGene:4247
PUBCHEM.COMPOUND:190	NCBIGene:8846
PUBCHEM.COMPOUND:312	NCBIGene:5464
PUBCHEM.COMPOUND:6131	NCBIGene:9489
PUBCHEM.COMPOUND:784	NCBIGene:6720
PUBCHEM.COMPOUND:6022	NCBIGene:55835
PUBCHEM.COMPOUND:6022	NCBIGene:378708
PUBCHEM.COMPOUND:5957	NCBIGene:146760
PUBCHEM.COMPOUND:783	NCBIGene:4199
PUBCHEM.COMPOUND:602	NCBIGene:5520
PUBCHEM.COMPOUND:643976	NCBIGene:150209
PUBCHEM.COMPOUND:5810	NCBIGene:91522
PUBCHEM.COMPOUND:92753	NCBIGene:10555
PUBCHEM.COMPOUND:6022	NCBIGene:96764
PUBCHEM.COMPOUND:1117	NCBIGene:81624
PUBCHEM.COMPOUND:283	NCBIGene:27294
PUBCHEM.COMPOUND:5280863	NCBIGene:7368
PUBCHEM.COMPOUND:312	NCBIGene:21
PUBCHEM.COMPOUND:4788	NCBIGene:2938
PUBCHEM.COMPOUND:10457	NCBIGene:7045
PUBCHEM.COMPOUND:5957	NCBIGene:84517
PUBCHEM.COMPOUND:51	NCBIGene:259294
PUBCHEM.COMPOUND:5950	NCBIGene:5705
PUBCHEM.COMPOUND:222	NCBIGene:10724
PUBCHEM.COMPOUND:753	NCBIGene:160760
PUBCHEM.COMPOUND:5280343	NCBIGene:5447
PUBCHEM.COMPOUND:18950	NCBIGene:3700
PUBCHEM.COMPOUND:5994	NCBIGene:8856
PUBCHEM.COMPOUND:1117	NCBIGene:64080
PUBCHEM.COMPOUND:119	NCBIGene:259296
PUBCHEM.COMPOUND:774	NCBIGene:128674
PUBCHEM.COMPOUND:312	NCBIGene:7266
PUBCHEM.COMPOUND:979	NCBIGene:2147
PUBCHEM.COMPOUND:750	NCBIGene:811
PUBCHEM.COMPOUND:943	NCBIGene:158584
PUBCHEM.COMPOUND:6131	NCBIGene:6873
PUBCHEM.COMPOUND:6657	NCBIGene:10322
PUBCHEM.COMPOUND:1117	NCBIGene:51126
PUBCHEM.COMPOUND:5994	NCBIGene:7040
PUBCHEM.COMPOUND:6031	NCBIGene:2796
PUBCHEM.COMPOUND:6022	NCBIGene:56164
PUBCHEM.COMPOUND:785	NCBIGene:9976
PUBCHEM.COMPOUND:73323	NCBIGene:84618
PUBCHEM.COMPOUND:312	NCBIGene:5198
PUBCHEM.COMPOUND:64968	NCBIGene:7015
PUBCHEM.COMPOUND:65359	NCBIGene:9521
PUBCHEM.COMPOUND:311	NCBIGene:128387
PUBCHEM.COMPOUND:6140	NCBIGene:51752
PUBCHEM.COMPOUND:6238	NCBIGene:120227
PUBCHEM.COMPOUND:444718	NCBIGene:1361
PUBCHEM.COMPOUND:6106	NCBIGene:643418
PUBCHEM.COMPOUND:174	NCBIGene:28960
PUBCHEM.COMPOUND:1117	NCBIGene:8875
PUBCHEM.COMPOUND:985	NCBIGene:51114
PUBCHEM.COMPOUND:6022	NCBIGene:6755
PUBCHEM.COMPOUND:33032	NCBIGene:2917
PUBCHEM.COMPOUND:1117	NCBIGene:9132
PUBCHEM.COMPOUND:175	NCBIGene:7156
PUBCHEM.COMPOUND:159296	NCBIGene:9956
PUBCHEM.COMPOUND:5962	NCBIGene:6908
PUBCHEM.COMPOUND:6031	NCBIGene:222545
PUBCHEM.COMPOUND:145742	NCBIGene:5688
PUBCHEM.COMPOUND:783	NCBIGene:119391
PUBCHEM.COMPOUND:283	NCBIGene:22808
PUBCHEM.COMPOUND:774	NCBIGene:9451
PUBCHEM.COMPOUND:753	NCBIGene:140838
PUBCHEM.COMPOUND:34755	NCBIGene:29072
PUBCHEM.COMPOUND:1117	NCBIGene:518
PUBCHEM.COMPOUND:165436	NCBIGene:2779
PUBCHEM.COMPOUND:5280459	NCBIGene:55351
PUBCHEM.COMPOUND:5957	NCBIGene:55722
PUBCHEM.COMPOUND:5280445	NCBIGene:5447
PUBCHEM.COMPOUND:51	NCBIGene:6363
PUBCHEM.COMPOUND:1112	NCBIGene:217
PUBCHEM.COMPOUND:681	NCBIGene:6754
PUBCHEM.COMPOUND:165390	NCBIGene:36
PUBCHEM.COMPOUND:3246323	NCBIGene:898
PUBCHEM.COMPOUND:5957	NCBIGene:2049
PUBCHEM.COMPOUND:440043	NCBIGene:8867
PUBCHEM.COMPOUND:5884	NCBIGene:8514
PUBCHEM.COMPOUND:70	NCBIGene:3155
PUBCHEM.COMPOUND:67678	NCBIGene:5034
PUBCHEM.COMPOUND:783	NCBIGene:411
PUBCHEM.COMPOUND:6083	NCBIGene:4519
PUBCHEM.COMPOUND:294	NCBIGene:4313
PUBCHEM.COMPOUND:363	NCBIGene:55593
PUBCHEM.COMPOUND:5957	NCBIGene:79643
PUBCHEM.COMPOUND:753	NCBIGene:2028
PUBCHEM.COMPOUND:1117	NCBIGene:1137
PUBCHEM.COMPOUND:1117	NCBIGene:7378
PUBCHEM.COMPOUND:312	NCBIGene:8260
PUBCHEM.COMPOUND:3848	NCBIGene:6167
PUBCHEM.COMPOUND:145742	NCBIGene:6233
PUBCHEM.COMPOUND:6251	NCBIGene:836
PUBCHEM.COMPOUND:439227	NCBIGene:506
PUBCHEM.COMPOUND:11966160	NCBIGene:9425
PUBCHEM.COMPOUND:783	NCBIGene:4233
PUBCHEM.COMPOUND:5884	NCBIGene:219
PUBCHEM.COMPOUND:13849	NCBIGene:2798
PUBCHEM.COMPOUND:312	NCBIGene:53405
PUBCHEM.COMPOUND:283	NCBIGene:64841
PUBCHEM.COMPOUND:177	NCBIGene:10181
PUBCHEM.COMPOUND:783	NCBIGene:6391
PUBCHEM.COMPOUND:1117	NCBIGene:140628
PUBCHEM.COMPOUND:6140	NCBIGene:3106
PUBCHEM.COMPOUND:977	NCBIGene:2329
PUBCHEM.COMPOUND:280	NCBIGene:1506
PUBCHEM.COMPOUND:6083	NCBIGene:55753
PUBCHEM.COMPOUND:5961	NCBIGene:348
PUBCHEM.COMPOUND:70807	NCBIGene:642489
PUBCHEM.COMPOUND:5957	NCBIGene:4508
PUBCHEM.COMPOUND:294	NCBIGene:653499
PUBCHEM.COMPOUND:774	NCBIGene:2778
PUBCHEM.COMPOUND:6022	NCBIGene:120892
PUBCHEM.COMPOUND:5988	NCBIGene:116840
PUBCHEM.COMPOUND:5957	NCBIGene:4140
PUBCHEM.COMPOUND:6657	NCBIGene:213
PUBCHEM.COMPOUND:5961	NCBIGene:5689
PUBCHEM.COMPOUND:297	NCBIGene:2908
PUBCHEM.COMPOUND:5202	NCBIGene:6751
PUBCHEM.COMPOUND:971	NCBIGene:81889
PUBCHEM.COMPOUND:175	NCBIGene:51412
PUBCHEM.COMPOUND:51	NCBIGene:5053
PUBCHEM.COMPOUND:439182	NCBIGene:4338
PUBCHEM.COMPOUND:5283468	NCBIGene:57104
PUBCHEM.COMPOUND:6022	NCBIGene:56006
PUBCHEM.COMPOUND:6140	NCBIGene:6168
PUBCHEM.COMPOUND:783	NCBIGene:130013
PUBCHEM.COMPOUND:174	NCBIGene:3835
PUBCHEM.COMPOUND:363	NCBIGene:9960
PUBCHEM.COMPOUND:896	NCBIGene:1573
PUBCHEM.COMPOUND:312	NCBIGene:3421
PUBCHEM.COMPOUND:5950	NCBIGene:6520
PUBCHEM.COMPOUND:750	NCBIGene:224
PUBCHEM.COMPOUND:783	NCBIGene:51084
PUBCHEM.COMPOUND:5957	NCBIGene:9666
PUBCHEM.COMPOUND:174	NCBIGene:163688
PUBCHEM.COMPOUND:5957	NCBIGene:55512
PUBCHEM.COMPOUND:5957	NCBIGene:6573
PUBCHEM.COMPOUND:6029	NCBIGene:3804
PUBCHEM.COMPOUND:64689	NCBIGene:90019
PUBCHEM.COMPOUND:34755	NCBIGene:1801
PUBCHEM.COMPOUND:668	NCBIGene:7917
PUBCHEM.COMPOUND:867	NCBIGene:126410
PUBCHEM.COMPOUND:283	NCBIGene:5578
PUBCHEM.COMPOUND:6083	NCBIGene:6822
PUBCHEM.COMPOUND:5957	NCBIGene:8321
PUBCHEM.COMPOUND:61503	NCBIGene:5334
PUBCHEM.COMPOUND:6274	NCBIGene:79017
PUBCHEM.COMPOUND:175	NCBIGene:11266
PUBCHEM.COMPOUND:753	NCBIGene:7124
PUBCHEM.COMPOUND:204	NCBIGene:79939
PUBCHEM.COMPOUND:612	NCBIGene:2053
PUBCHEM.COMPOUND:753	NCBIGene:5036
PUBCHEM.COMPOUND:87642	NCBIGene:158833
PUBCHEM.COMPOUND:189122	NCBIGene:128
PUBCHEM.COMPOUND:1103	NCBIGene:9390
PUBCHEM.COMPOUND:525	NCBIGene:1431
PUBCHEM.COMPOUND:87642	NCBIGene:84148
PUBCHEM.COMPOUND:177	NCBIGene:84517
PUBCHEM.COMPOUND:128	NCBIGene:3034
PUBCHEM.COMPOUND:175	NCBIGene:7251
PUBCHEM.COMPOUND:446013	NCBIGene:3162
PUBCHEM.COMPOUND:783	NCBIGene:4694
PUBCHEM.COMPOUND:774	NCBIGene:2921
PUBCHEM.COMPOUND:445639	NCBIGene:5375
PUBCHEM.COMPOUND:24154	NCBIGene:2588
PUBCHEM.COMPOUND:5202	NCBIGene:58191
PUBCHEM.COMPOUND:768	NCBIGene:114757
PUBCHEM.COMPOUND:5280934	NCBIGene:51003
PUBCHEM.COMPOUND:679	NCBIGene:91373
PUBCHEM.COMPOUND:25701	NCBIGene:3957
PUBCHEM.COMPOUND:5951	NCBIGene:5684
PUBCHEM.COMPOUND:5957	NCBIGene:54476
PUBCHEM.COMPOUND:439153	NCBIGene:126328
PUBCHEM.COMPOUND:439155	NCBIGene:1788
PUBCHEM.COMPOUND:753	NCBIGene:55805
PUBCHEM.COMPOUND:174	NCBIGene:7837
PUBCHEM.COMPOUND:222	NCBIGene:4605
PUBCHEM.COMPOUND:264	NCBIGene:7204
PUBCHEM.COMPOUND:174	NCBIGene:9512
PUBCHEM.COMPOUND:64947	NCBIGene:25839
PUBCHEM.COMPOUND:311	NCBIGene:1849
PUBCHEM.COMPOUND:977	NCBIGene:11202
PUBCHEM.COMPOUND:222528	NCBIGene:10599
